Chromosome	Start	End	width	strand	bases	gc	mappability	blacklist	residual	arm	bin
chr2	170000001	171000000	1000000	*	100	40.7596	88.3198	0	0.00978037386267017	2q	302
chr2	171000001	172000000	1000000	*	100	39.5288	85.1095	0	0.000669496100773381	2q	303
chr2	172000001	173000000	1000000	*	100	41.832	88.1624	0	0.003011230972368	2q	304
chr2	173000001	174000000	1000000	*	100	40.656	90.3714	0	0.0162058826327695	2q	305
chr2	174000001	175000000	1000000	*	100	40.1388	89.2892	0	-0.00626572514675816	2q	306
chr2	175000001	176000000	1000000	*	100	38.6967	86.4892	0	0.0113664661851665	2q	307
chr2	176000001	177000000	1000000	*	100	40.4027	93.1956	0	-0.0015966747915423	2q	308
chr2	177000001	178000000	1000000	*	100	39.3503	89.3093	0	0.0337601212953467	2q	309
chr2	178000001	179000000	1000000	*	100	38.4706	90.563	0	0.0468748126365736	2q	310
chr2	180000001	181000000	1000000	*	100	36.3016	90.9769	0	0.0352232227277309	2q	311
chr2	181000001	182000000	1000000	*	100	36.7368	92.4528	0	0.0741317461657698	2q	312
chr2	182000001	183000000	1000000	*	100	36.8754	88	0	0.0183970096467463	2q	313
chr2	183000001	184000000	1000000	*	100	37.0508	84.7817	0	-0.00331603898750604	2q	314
chr2	184000001	185000000	1000000	*	100	34.1221	92.6226	0	0.0218026850986303	2q	315
chr2	185000001	186000000	1000000	*	100	34.5166	89.5738	0	-0.00772670895433769	2q	316
chr2	186000001	187000000	1000000	*	100	36.7408	87.9419	0	-0.0147943338459401	2q	317
chr2	187000001	188000000	1000000	*	100	35.431	90.2071	0	0.00470574582431171	2q	318
chr2	188000001	189000000	1000000	*	100	35.4799	90.9936	0	0.00989720218397494	2q	319
chr2	189000001	190000000	1000000	*	100	36.7413	88.7377	0	0.00785478563552688	2q	320
chr2	191000001	192000000	1000000	*	100	39.1276	92.0042	0	0.0453945172511101	2q	321
chr2	192000001	193000000	1000000	*	100	35.0467	91.2444	0	0.0323584196004838	2q	322
chr2	193000001	194000000	1000000	*	100	33.8177	89.8671	0	0.00441237013214779	2q	323
chr2	194000001	195000000	1000000	*	100	34.2233	88.7752	0	0.027076005199264	2q	324
chr2	195000001	196000000	1000000	*	100	37.2767	86.5331	0	0.016236174136209	2q	325
chr2	197000001	198000000	1000000	*	100	40.1822	83.3942	0	0.0427453087572224	2q	326
chr2	198000001	199000000	1000000	*	100	36.4786	92.0309	0	0.0519630283764752	2q	327
chr2	199000001	200000000	1000000	*	100	38.8131	89.515	0	-0.0240971563133556	2q	328
chr2	200000001	201000000	1000000	*	100	40.4869	89.6416	0	0.0125343770596975	2q	329
chr2	203000001	204000000	1000000	*	100	40.2645	84.7478	0	0.00817230726579821	2q	330
chr2	204000001	205000000	1000000	*	100	38.7186	92.6834	0	0.00341496396324226	2q	331
chr2	205000001	206000000	1000000	*	100	40.3958	92.757	0	-0.000757464325472745	2q	332
chr2	206000001	207000000	1000000	*	100	40.102	85.5192	0	-0.00995898555607228	2q	333
chr2	207000001	208000000	1000000	*	100	41.415	88.4074	0	0.035569133842608	2q	334
chr2	208000001	209000000	1000000	*	100	38.647	83.0475	0	-0.00246495008427478	2q	335
chr2	209000001	210000000	1000000	*	100	36.6121	88.1462	0	0.0117544039490917	2q	336
chr2	210000001	211000000	1000000	*	100	36.7969	88.5593	0	-0.00364111163014735	2q	337
chr2	212000001	213000000	1000000	*	100	35.5375	91.7412	0	0.0359536040443375	2q	338
chr2	213000001	214000000	1000000	*	100	35.893	89.9961	0	0.0510890219913586	2q	339
chr2	214000001	215000000	1000000	*	100	36.7884	90.4898	0	0.012657102595561	2q	340
chr2	216000001	217000000	1000000	*	100	44.1623	90.4552	0	0.036723597895986	2q	341
chr2	217000001	218000000	1000000	*	100	43.9709	94.7885	0	0.0130871076048602	2q	342
chr2	218000001	219000000	1000000	*	100	47.0542	82.8655	0	0.00485854397826424	2q	343
chr2	219000001	220000000	1000000	*	100	48.0857	90.3882	0	-0.00972772406590811	2q	344
chr2	220000001	221000000	1000000	*	100	39.0156	92.6683	0	-0.00961080862181096	2q	345
chr2	221000001	222000000	1000000	*	100	38.7637	92.7927	0	-0.0173458659212198	2q	346
chr2	222000001	223000000	1000000	*	100	40.3617	89.5414	0	-0.00429787942439525	2q	347
chr2	223000001	224000000	1000000	*	100	40.1221	87.2608	0	0.0111890777350686	2q	348
chr2	224000001	225000000	1000000	*	100	40.5861	89.0024	0	0.00738334647818306	2q	349
chr2	225000001	226000000	1000000	*	100	37.0961	91.8873	0	0.0100684712003467	2q	350
chr2	227000001	228000000	1000000	*	100	40.7554	86.4068	0	-0.000497200739770443	2q	351
chr2	228000001	229000000	1000000	*	100	37.6377	87.2923	0	0.00465945367327769	2q	352
chr2	229000001	230000000	1000000	*	100	40.3107	90.5983	0	0.00530648997848382	2q	353
chr2	230000001	231000000	1000000	*	100	43.0883	84.3716	0	0.0146982973756229	2q	354
chr2	231000001	232000000	1000000	*	100	46.5577	81.9651	0	0.0132841460551929	2q	355
chr2	232000001	233000000	1000000	*	100	46.0544	86.3447	0	-0.0216493374601044	2q	356
chr2	233000001	234000000	1000000	*	99.9994	45.0207701246207	86.881	0	-0.00305530194649983	2q	357
chr2	234000001	235000000	1000000	*	100	43.9802	88.6927	0	-0.0151053523057545	2q	358
chr2	235000001	236000000	1000000	*	100	46.2143	91.9114	0	-0.0370760477506232	2q	359
chr2	236000001	237000000	1000000	*	100	45.8002	92.0176	0	-0.0196028994806052	2q	360
chr2	238000001	239000000	1000000	*	99.9612	47.9415013025054	91.1232	0	-0.02425138188573	2q	361
chr2	239000001	240000000	1000000	*	99.9999	50.3207503207503	94.5044	0	-0.0309014270508444	2q	362
chr2	240000001	241000000	1000000	*	100	52.9144	91.5208	0	-0.04665763122669	2q	363
chr2	241000001	242000000	1000000	*	100	50.6786	87.3522	0	-0.0103349035612484	2q	364
chr3	1	1000000	1000000	*	99	37.0435353535354	86.8568	0	-0.00415734329409362	3p	365
chr3	1000001	2000000	1000000	*	100	36.5441	89.688	0	-0.0289111118350923	3p	366
chr3	2000001	3000000	1000000	*	100	37.7645	91.837	0	-0.00770889447770395	3p	367
chr3	4000001	5000000	1000000	*	100	41.0611	87.8887	0	0.0279776095258798	3p	368
chr3	5000001	6000000	1000000	*	100	40.5527	87.2563	0	0.00452142590127014	3p	369
chr3	6000001	7000000	1000000	*	100	37.3082	88.0855	0	0.00370234072170816	3p	370
chr3	7000001	8000000	1000000	*	100	38.1705	93.3082	0	0.00507498897117387	3p	371
chr3	8000001	9000000	1000000	*	100	42.1083	89.9858	0	0.00990006220632911	3p	372
chr3	9000001	10000000	1000000	*	100	45.9182	85.8747	0	0.0159865880401205	3p	373
chr3	10000001	11000000	1000000	*	100	47.9889	89.7879	0	0.0420332116336997	3p	374
chr3	11000001	12000000	1000000	*	100	44.5146	85.7919	0	-0.00793668037300116	3p	375
chr3	12000001	13000000	1000000	*	100	44.6443	88.1437	0	0.00565934943502955	3p	376
chr3	13000001	14000000	1000000	*	100	50.4437	89.9897	0	0.000212072808942976	3p	377
chr3	14000001	15000000	1000000	*	100	47.0005	91.2157	0	0.0074803188324053	3p	378
chr3	15000001	16000000	1000000	*	100	41.9863	85.0055	0	0.0265514623440367	3p	379
chr3	16000001	17000000	1000000	*	99.9996	41.4158656634627	89.6621	0	0.0297637720080873	3p	380
chr3	17000001	18000000	1000000	*	100	38.2658	90.1044	0	0.0449625349496315	3p	381
chr3	18000001	19000000	1000000	*	100	37.3417	91.678	0	0.0388414891062215	3p	382
chr3	19000001	20000000	1000000	*	100	37.4219	85.4737	0	0.01681845992336	3p	383
chr3	20000001	21000000	1000000	*	100	37.7411	86.7809	0	-0.038521914063824	3p	384
chr3	21000001	22000000	1000000	*	100	36.5556	89.5633	0	-0.0253003948597363	3p	385
chr3	22000001	23000000	1000000	*	100	36.8872	87.8966	0	0.0262555720004637	3p	386
chr3	23000001	24000000	1000000	*	100	39.9745	87.428	0	0.0217140155636071	3p	387
chr3	26000001	27000000	1000000	*	100	38.083	84.3335	0	0.00640652901052652	3p	388
chr3	27000001	28000000	1000000	*	100	39.3572	87.2469	0	-0.0214343272061924	3p	389
chr3	28000001	29000000	1000000	*	100	37.3837	89.7419	0	0.00325498855821926	3p	390
chr3	30000001	31000000	1000000	*	100	38.0773	92.0876	0	0.00647989125442217	3p	391
chr3	31000001	32000000	1000000	*	100	40.2919	93.0165	0	-0.000490459989732461	3p	392
chr3	32000001	33000000	1000000	*	100	43.33	82.5634	0	-0.0167995238053278	3p	393
chr3	34000001	35000000	1000000	*	100	38.1422	88.4979	0	0.00583799852442213	3p	394
chr3	35000001	36000000	1000000	*	100	36.1085	90.6365	0	0.00578904524632728	3p	395
chr3	36000001	37000000	1000000	*	100	39.6423	88.4515	0	0.017362982451156	3p	396
chr3	37000001	38000000	1000000	*	100	42.5676	89.1012	0	0.0132994168525645	3p	397
chr3	38000001	39000000	1000000	*	100	44.4542	88.4453	0	0.0090563323005548	3p	398
chr3	39000001	40000000	1000000	*	100	41.5028	84.7785	0	0.0128036971214679	3p	399
chr3	42000001	43000000	1000000	*	100	44.7363	88.7066	0	-0.0115456663841992	3p	400
chr3	44000001	45000000	1000000	*	100	42.657	87.995	0	-0.00476175898913928	3p	401
chr3	45000001	46000000	1000000	*	100	44.5032	90.7005	0	0.0354068461548647	3p	402
chr3	46000001	47000000	1000000	*	100	45.571	87.0972	0	0.00828982470476924	3p	403
chr3	47000001	48000000	1000000	*	100	44.8244	81.5743	0	-0.013457862947106	3p	404
chr3	48000001	49000000	1000000	*	100	48.007	79.3374	0	0.0260734403556949	3p	405
chr3	49000001	50000000	1000000	*	100	49.4702	78.4887	0	0.0302009077336562	3p	406
chr3	50000001	51000000	1000000	*	100	49.0266	85.7824	0	-0.00355641142656693	3p	407
chr3	51000001	52000000	1000000	*	100	44.193	79.383	0	0.0307005957144756	3p	408
chr3	52000001	53000000	1000000	*	100	49.334	89.623	0	0.00825597873174111	3p	409
chr3	53000001	54000000	1000000	*	100	44.9408	88.2532	0	0.0301630805872523	3p	410
chr3	54000001	55000000	1000000	*	100	42.5378	90.8395	0	0.0165249957517765	3p	411
chr3	55000001	56000000	1000000	*	100	41.3734	92.2182	0	0.0148902332678931	3p	412
chr3	56000001	57000000	1000000	*	100	40.6485	88.2809	0	0.00900251621337722	3p	413
chr3	57000001	58000000	1000000	*	100	41.3312	82.2652	0	-0.0160597337501142	3p	414
chr3	58000001	59000000	1000000	*	100	43.9976	84.2552	0	0.0314295949571599	3p	415
chr3	59000001	60000000	1000000	*	100	40.0215	91.055	0	0.0296530613370704	3p	416
chr3	60000001	61000000	1000000	*	99.9998	38.5353770707541	92.3029	0	0.00881625485512527	3p	417
chr3	61000001	62000000	1000000	*	100	40.1347	88.5936	0	-0.0100726482650417	3p	418
chr3	62000001	63000000	1000000	*	100	40.1374	94.4994	0	0.00909512923744971	3p	419
chr3	63000001	64000000	1000000	*	100	39.3097	89.2957	0	-0.000145014864180171	3p	420
chr3	64000001	65000000	1000000	*	100	40.7174	94.094	0	-0.00981751296602584	3p	421
chr3	65000001	66000000	1000000	*	100	39.9558	90.8802	0	-0.0212993077212623	3p	422
chr3	66000001	67000000	1000000	*	99.9998	41.3456826913654	89.1247	0	-0.0134911855829259	3p	423
chr3	67000001	68000000	1000000	*	100	38.662	88.7962	0	0.0106021770254801	3p	424
chr3	69000001	70000000	1000000	*	100	40.0444	89.6382	0	-0.0202919501365207	3p	425
chr3	70000001	71000000	1000000	*	100	37.682	90.76	0	-0.00163346476096987	3p	426
chr3	71000001	72000000	1000000	*	100	41.7851	92.7553	0	0.00667086037794762	3p	427
chr3	72000001	73000000	1000000	*	100	44.1456	90.2507	0	0.0189324181742394	3p	428
chr3	74000001	75000000	1000000	*	100	37.0415	90.1566	0	-0.00823115535277658	3p	429
chr3	76000001	77000000	1000000	*	100	35.6867	92.5194	0	-0.0205591259572361	3p	430
chr3	77000001	78000000	1000000	*	100	35.9877	92.2036	0	-0.00583674597149592	3p	431
chr3	78000001	79000000	1000000	*	100	36.2781	91.3649	0	-0.00343391920656638	3p	432
chr3	79000001	80000000	1000000	*	100	35.0064	91.9345	0	-0.00441127073436581	3p	433
chr3	80000001	81000000	1000000	*	100	34.7929	90.2083	0	-0.0195153329204006	3p	434
chr3	81000001	82000000	1000000	*	100	36.0522	92.2157	0	0.0272286933577904	3p	435
chr3	83000001	84000000	1000000	*	100	33.9008	92.4548	0	-0.00642941080105519	3p	436
chr3	84000001	85000000	1000000	*	100	34.8132	89.8467	0	-0.0447767984204323	3p	437
chr3	85000001	86000000	1000000	*	100	33.9172	92.2696	0	0.0130583352508278	3p	438
chr3	86000001	87000000	1000000	*	100	35.4422	90.2942	0	-0.0130184721061781	3p	439
chr3	87000001	88000000	1000000	*	100	36.1124	88.0998	0	-0.00784271715793033	3p	440
chr3	88000001	89000000	1000000	*	100	35.8956	88.5918	0	-0.00803608159007629	3p	441
chr3	94000001	95000000	1000000	*	100	36.3144	89.1266	0	0.00170752348920722	3q	442
chr3	95000001	96000000	1000000	*	100	34.3898	88.6705	0	8.15662578231846e-05	3q	443
chr3	97000001	98000000	1000000	*	100	35.9836	91.1526	0	0.0302352768395822	3q	444
chr3	98000001	99000000	1000000	*	100	37.7291	85.9109	0	-0.00873191605551882	3q	445
chr3	99000001	100000000	1000000	*	100	37.8372	88.5892	0	0.0095243020813941	3q	446
chr3	100000001	101000000	1000000	*	100	38.6652	88.6378	0	0.0188157622935883	3q	447
chr3	101000001	102000000	1000000	*	100	39.284	82.1677	0	0.0200657559572816	3q	448
chr3	102000001	103000000	1000000	*	100	36.6705	90.5926	0	0.0190607401483168	3q	449
chr3	103000001	104000000	1000000	*	100	34.5891	90.869	0	0.00407085976317434	3q	450
chr3	104000001	105000000	1000000	*	100	35.1905	91.1265	0	0.00999900073516524	3q	451
chr3	105000001	106000000	1000000	*	100	35.9544	91.9662	0	0.0282531739372119	3q	452
chr3	107000001	108000000	1000000	*	100	38.3931	91.0824	0	0.0224266678145245	3q	453
chr3	108000001	109000000	1000000	*	100	38.288	90.7688	0	0.0326631520969275	3q	454
chr3	109000001	110000000	1000000	*	100	38.4638	81.938	0	-0.0200568045557082	3q	455
chr3	110000001	111000000	1000000	*	100	36.0658	90.1067	0	-0.00230089083017893	3q	456
chr3	111000001	112000000	1000000	*	100	38.0925	89.2451	0	0.0167971701353299	3q	457
chr3	112000001	113000000	1000000	*	100	38.6683	86.6518	0	0.0257377519498657	3q	458
chr3	113000001	114000000	1000000	*	100	40.3483	87.3919	0	0.0349594641416776	3q	459
chr3	114000001	115000000	1000000	*	100	37.7596	92.7164	0	0.0467552371333384	3q	460
chr3	115000001	116000000	1000000	*	100	37.6202	91.4418	0	0.0184018125165712	3q	461
chr3	116000001	117000000	1000000	*	100	37.064	91.1577	0	0.00337072431688545	3q	462
chr3	117000001	118000000	1000000	*	100	37.0015	94.5226	0	0.0181800048824996	3q	463
chr3	118000001	119000000	1000000	*	100	37.4828	90.4551	0	0.0384583895025282	3q	464
chr3	121000001	122000000	1000000	*	100	38.1312	80.7606	0	0.0538763249240715	3q	465
chr3	123000001	124000000	1000000	*	100	44.8304	92.1426	0	-0.00775612346312987	3q	466
chr3	124000001	125000000	1000000	*	100	43.4326	90.7538	0	0.0250225937244674	3q	467
chr3	126000001	127000000	1000000	*	100	47.3641	91.5665	0	-0.0338888149457206	3q	468
chr3	129000001	130000000	1000000	*	100	47.0111	85.6373	0	-0.0234605182410772	3q	469
chr3	130000001	131000000	1000000	*	100	40.2499	75.6943	0	NA	3q	470
chr3	131000001	132000000	1000000	*	100	38.9825	88.3577	0	0.0278999229352258	3q	471
chr3	132000001	133000000	1000000	*	100	38.7481	85.5996	0	0.0252680787899023	3q	472
chr3	133000001	134000000	1000000	*	100	42.6511	87.2968	0	0.0348688194932475	3q	473
chr3	134000001	135000000	1000000	*	100	43.8008	91.8068	0	0.00275496993709057	3q	474
chr3	135000001	136000000	1000000	*	100	41.5935	88.4705	0	0.0219421920561045	3q	475
chr3	136000001	137000000	1000000	*	100	40.3189	80.1605	0	0.0148072775817349	3q	476
chr3	138000001	139000000	1000000	*	100	42.951	85.0851	0	-0.0359318135224647	3q	477
chr3	139000001	140000000	1000000	*	100	42.1202	89.3431	0	0.00100074728299282	3q	478
chr3	140000001	141000000	1000000	*	100	41.5094	90.5951	0	0.0159377734370466	3q	479
chr3	141000001	142000000	1000000	*	100	42.6408	86.555	0	0.00211602180443826	3q	480
chr3	143000001	144000000	1000000	*	100	39.5743	91.5381	0	0.0118005974624407	3q	481
chr3	144000001	145000000	1000000	*	100	35.8775	91.8452	0	0.0069630678497461	3q	482
chr3	145000001	146000000	1000000	*	100	34.9278	90.2829	0	0.0123172682284045	3q	483
chr3	146000001	147000000	1000000	*	100	36.0512	89.4126	0	-0.00869140017119235	3q	484
chr3	147000001	148000000	1000000	*	100	36.2428	91.2303	0	-0.018327795099653	3q	485
chr3	148000001	149000000	1000000	*	100	36.4145	89.3893	0	0.030967347027088	3q	486
chr3	149000001	150000000	1000000	*	100	39.2967	89.6678	0	-0.0179954762538517	3q	487
chr3	150000001	151000000	1000000	*	100	40.045	90.1232	0	0.00209343125264516	3q	488
chr3	151000001	152000000	1000000	*	100	38.1554	88.9305	0	0.02257486695239	3q	489
chr3	154000001	155000000	1000000	*	100	37.0357	87.6062	0	-0.0220735530463637	3q	490
chr3	155000001	156000000	1000000	*	100	39.3447	85.1528	0	-0.00147567095115692	3q	491
chr3	156000001	157000000	1000000	*	100	39.4004	89.9523	0	0.0399649589724207	3q	492
chr3	157000001	158000000	1000000	*	100	39.1865	89.863	0	0.0319249832800509	3q	493
chr3	158000001	159000000	1000000	*	100	37.8238	86.4421	0	-0.000134958050779066	3q	494
chr3	159000001	160000000	1000000	*	100	39.1878	88.096	0	0.0453954986484296	3q	495
chr3	161000001	162000000	1000000	*	100	37.5787	89.3476	0	-0.01830151535463	3q	496
chr3	162000001	163000000	1000000	*	100	34.9474	89.4942	0	NA	3q	497
chr3	163000001	164000000	1000000	*	100	34.4183	88.4101	0	-0.00740925920059932	3q	498
chr3	164000001	165000000	1000000	*	100	34.8686	90.1029	0	-0.0310219146533026	3q	499
chr3	165000001	166000000	1000000	*	100	34.6671	89.3341	0	-0.0264835511631217	3q	500
chr3	167000001	168000000	1000000	*	100	36.418	90.0683	0	0.0116981933251769	3q	501
chr3	168000001	169000000	1000000	*	100	36.4845	92.022	0	0.0376447604099742	3q	502
chr3	169000001	170000000	1000000	*	100	38.2651	91.1908	0	0.0446958430930232	3q	503
chr3	170000001	171000000	1000000	*	100	40.8291	82.7295	0	0.0230007078346661	3q	504
chr3	172000001	173000000	1000000	*	100	39.4816	89.3278	0	0.028306444515857	3q	505
chr3	173000001	174000000	1000000	*	100	35.9041	92.4719	0	0.0173242403145987	3q	506
chr3	174000001	175000000	1000000	*	100	35.7084	90.7844	0	-0.0214498332894695	3q	507
chr3	175000001	176000000	1000000	*	100	35.3402	90.6699	0	-0.000910167293430131	3q	508
chr3	176000001	177000000	1000000	*	100	36.8193	88.5473	0	-0.0178265681542875	3q	509
chr3	178000001	179000000	1000000	*	100	37.2698	89.9706	0	0.0392770303747177	3q	510
chr3	179000001	180000000	1000000	*	100	39.8339	85.5702	0	-0.0189458231365304	3q	511
chr3	180000001	181000000	1000000	*	100	37.4981	87.7543	0	-0.000711170070270661	3q	512
chr3	181000001	182000000	1000000	*	100	38.3395	87.1698	0	-0.0137983559687672	3q	513
chr3	182000001	183000000	1000000	*	100	38.2086	90.5838	0	0.0205545560448256	3q	514
chr3	183000001	184000000	1000000	*	100	43.4637	83.2373	0	0.01275989886291	3q	515
chr3	184000001	185000000	1000000	*	100	46.7298	86.9794	0	-0.0274976611074144	3q	516
chr3	185000001	186000000	1000000	*	100	42.0347	82.0474	0	0.00892443701686951	3q	517
chr3	186000001	187000000	1000000	*	100	43.6397	87.0805	0	0.0331307123916642	3q	518
chr3	187000001	188000000	1000000	*	100	41.6912	89.1666	0	0.0174323302853838	3q	519
chr3	188000001	189000000	1000000	*	100	39.7965	91.8567	0	0.0115532772538197	3q	520
chr3	189000001	190000000	1000000	*	100	38.0087	91.6452	0	0.0311804845704067	3q	521
chr3	190000001	191000000	1000000	*	100	37.3783	91.5056	0	0.0220928224258407	3q	522
chr3	191000001	192000000	1000000	*	100	36.846	88.9306	0	0.027336230133585	3q	523
chr3	193000001	194000000	1000000	*	100	40.3911	90.7025	0	0.00212585595846337	3q	524
chr3	194000001	195000000	1000000	*	100	46.3056	89.7767	0	-0.0100736063509897	3q	525
chr3	195000001	196000000	1000000	*	100	47.1553	74.9586	0	0.0146868438367029	3q	526
chr3	196000001	197000000	1000000	*	100	45.2053	77.8517	0	-0.00267952836613217	3q	527
chr3	197000001	198000000	1000000	*	100	43.3948	82.5788	0	-0.00576205041354971	3q	528
chr4	1	1000000	1000000	*	99	47.9171717171717	78.9556	0	NA	4p	529
chr4	1000001	2000000	1000000	*	98.9394	54.644256989632	88.8318	0	-0.0245146625068398	4p	530
chr4	2000001	3000000	1000000	*	100	49.123	84.6152	0	-0.0225022522694459	4p	531
chr4	3000001	4000000	1000000	*	100	51.6726	80.0374	0	0.00685778488007105	4p	532
chr4	4000001	5000000	1000000	*	100	45.7519	76.2416	0	0.052022415780773	4p	533
chr4	6000001	7000000	1000000	*	100	49.8631	90.7587	0	0.00364485059578168	4p	534
chr4	7000001	8000000	1000000	*	100	51.6344	92.8724	0	0.00804398735006251	4p	535
chr4	8000001	9000000	1000000	*	98.1	52.8400611620795	86.9907	0	-0.00514708744472125	4p	536
chr4	10000001	11000000	1000000	*	100	42.6788	92.349	0	0.0207195601278269	4p	537
chr4	11000001	12000000	1000000	*	100	38.9885	87.8999	0	0.012492881140522	4p	538
chr4	13000001	14000000	1000000	*	100	39.8246	91.0512	0	-0.0235061471570998	4p	539
chr4	15000001	16000000	1000000	*	100	40.2437	89.8623	0	-0.00170998686191376	4p	540
chr4	16000001	17000000	1000000	*	100	40.604	90.7914	0	0.00215242887135592	4p	541
chr4	19000001	20000000	1000000	*	100	36.3923	89.8051	0	-0.00818425149266028	4p	542
chr4	20000001	21000000	1000000	*	100	37.1524	91.5298	0	-0.0327851453859832	4p	543
chr4	21000001	22000000	1000000	*	100	37.6076	90.9462	0	-0.0288501630169642	4p	544
chr4	23000001	24000000	1000000	*	100	37.3459	92.8764	0	0.000945801653448264	4p	545
chr4	24000001	25000000	1000000	*	100	41.6811	91.5151	0	-0.00406760658382938	4p	546
chr4	26000001	27000000	1000000	*	100	40.2508	87.6416	0	0.0138041452091205	4p	547
chr4	28000001	29000000	1000000	*	100	35.5417	92.108	0	-0.0395221039152507	4p	548
chr4	29000001	30000000	1000000	*	100	34.3219	92.1766	0	0.00637324280430029	4p	549
chr4	31000001	32000000	1000000	*	98.6706	35.0931280442199	93.5127	0	-0.0203994561575339	4p	550
chr4	33000001	34000000	1000000	*	100	34.8725	91.2439	0	-0.0182109508736327	4p	551
chr4	34000001	35000000	1000000	*	100	34.2479	92.2057	0	-0.00652890679560708	4p	552
chr4	35000001	36000000	1000000	*	100	34.9829	91.7513	0	0.0138985246059573	4p	553
chr4	36000001	37000000	1000000	*	100	36.4559	90.5721	0	0.0418238473605496	4p	554
chr4	37000001	38000000	1000000	*	100	40.1896	87.879	0	0.00144947856288247	4p	555
chr4	38000001	39000000	1000000	*	100	42.0694	88.3105	0	0.0460186366996842	4p	556
chr4	39000001	40000000	1000000	*	100	40.9006	80.9173	0	-0.00196301214123795	4p	557
chr4	40000001	41000000	1000000	*	100	43.1056	82.6864	0	0.012779659675196	4p	558
chr4	42000001	43000000	1000000	*	100	39.2144	88.7484	0	-0.00364582099623673	4p	559
chr4	43000001	44000000	1000000	*	100	35.8526	88.1628	0	-0.0107329512051733	4p	560
chr4	44000001	45000000	1000000	*	100	36.0887	90.5143	0	-0.0179593309684641	4p	561
chr4	45000001	46000000	1000000	*	100	35.2729	88.8226	0	-0.0129609802113889	4p	562
chr4	46000001	47000000	1000000	*	100	35.7717	89.6517	0	-0.00699452987223853	4p	563
chr4	48000001	49000000	1000000	*	100	39.2772	85.2036	0	0.0289599080484146	4p	564
chr4	52000001	53000000	1000000	*	100	40.8792	82.1205	0	0.0254145697762317	4q	565
chr4	53000001	54000000	1000000	*	100	39.9257	83.2988	0	0.0446106869649804	4q	566
chr4	54000001	55000000	1000000	*	100	41.1321	87.4543	0	-0.027332620750642	4q	567
chr4	56000001	57000000	1000000	*	100	41.812	82.7732	0	-0.0502452471560609	4q	568
chr4	57000001	58000000	1000000	*	100	39.0389	86.1078	0	-0.015013090984161	4q	569
chr4	58000001	59000000	1000000	*	95.7412	35.1739898810543	88.178	0	-0.0192697322959672	4q	570
chr4	59000001	60000000	1000000	*	100	34.7833	88.1013	0	-0.0154949936175424	4q	571
chr4	60000001	61000000	1000000	*	100	34.8811	89.1401	0	-0.0244410750876047	4q	572
chr4	61000001	62000000	1000000	*	100	35.6578	89.8077	0	-0.0387659774791033	4q	573
chr4	62000001	63000000	1000000	*	100	35.1353	89.5865	0	-0.0360946562334771	4q	574
chr4	63000001	64000000	1000000	*	100	34.3366	87.9717	0	-0.0135035030174727	4q	575
chr4	65000001	66000000	1000000	*	100	34.4936	90.089	0	0.0158590129718964	4q	576
chr4	67000001	68000000	1000000	*	100	37.2793	86.3629	0	0.0171855013583	4q	577
chr4	69000001	70000000	1000000	*	100	35.4427	77.7588	0	-0.0223195876368592	4q	578
chr4	70000001	71000000	1000000	*	100	37.7062	84.6095	0	-0.0110158165627972	4q	579
chr4	71000001	72000000	1000000	*	100	37.6094	84.6483	0	0.014210399926929	4q	580
chr4	72000001	73000000	1000000	*	100	36.9904	84.1875	0	0.00697241368410073	4q	581
chr4	73000001	74000000	1000000	*	100	37.5484	88.9647	0	-0.0114027067214996	4q	582
chr4	74000001	75000000	1000000	*	100	37.3048	90.378	0	0.0300217059449417	4q	583
chr4	75000001	76000000	1000000	*	100	40.0203	80.3583	0	0.0362549443245991	4q	584
chr4	76000001	77000000	1000000	*	100	40.7767	88.8324	0	-0.0105943299371178	4q	585
chr4	77000001	78000000	1000000	*	100	40.4645	86.6292	0	0.0282819893823143	4q	586
chr4	79000001	80000000	1000000	*	100	36.0078	89.6505	0	0.0182874694420132	4q	587
chr4	80000001	81000000	1000000	*	100	36.4089	90.569	0	-0.00102195882875578	4q	588
chr4	81000001	82000000	1000000	*	100	38.6268	89.4372	0	0.00295384923088504	4q	589
chr4	82000001	83000000	1000000	*	100	40.8747	83.5758	0	0.00305561332022652	4q	590
chr4	84000001	85000000	1000000	*	100	38.047	89.0419	0	0.00171519560999062	4q	591
chr4	85000001	86000000	1000000	*	100	37.0754	88.3283	0	0.0148743290465088	4q	592
chr4	86000001	87000000	1000000	*	100	38.041	84.4799	0	0.0227252795846654	4q	593
chr4	87000001	88000000	1000000	*	100	39.3348	85.3398	0	0.0062513265172961	4q	594
chr4	88000001	89000000	1000000	*	100	39.7689	86.4215	0	-0.0142241105272007	4q	595
chr4	90000001	91000000	1000000	*	100	35.2739	88.9383	0	0.0121992265614572	4q	596
chr4	91000001	92000000	1000000	*	100	35.247	85.1418	0	0.00243388736959571	4q	597
chr4	93000001	94000000	1000000	*	100	35.5924	90.7176	0	-0.00582593270831883	4q	598
chr4	94000001	95000000	1000000	*	100	37.5859	86.5581	0	-0.0196497355749961	4q	599
chr4	95000001	96000000	1000000	*	100	36.8308	90.8485	0	-0.0354052066878761	4q	600
chr4	96000001	97000000	1000000	*	100	35.3237	91.7362	0	-0.00160137078622008	4q	601
chr4	97000001	98000000	1000000	*	100	35.7306	84.617	0	-0.012457973451319	4q	602
