Chromosome,Start,End,arm
chr2,186000001,186100000,2q
chr2,186100001,186200000,2q
chr2,186200001,186300000,2q
chr2,186300001,186400000,2q
chr2,186400001,186500000,2q
chr2,186500001,186600000,2q
chr2,186600001,186700000,2q
chr2,186700001,186800000,2q
chr2,186800001,186900000,2q
chr2,186900001,187000000,2q
chr2,187000001,187100000,2q
chr2,187100001,187200000,2q
chr2,187200001,187300000,2q
chr2,187300001,187400000,2q
chr2,187400001,187500000,2q
chr2,187600001,187700000,2q
chr2,187700001,187800000,2q
chr2,187800001,187900000,2q
chr2,187900001,188000000,2q
chr2,188000001,188100000,2q
chr2,188100001,188200000,2q
chr2,188200001,188300000,2q
chr2,188300001,188400000,2q
chr2,188400001,188500000,2q
chr2,188500001,188600000,2q
chr2,188600001,188700000,2q
chr2,188700001,188800000,2q
chr2,188800001,188900000,2q
chr2,188900001,189000000,2q
chr2,189000001,189100000,2q
chr2,189100001,189200000,2q
chr2,189200001,189300000,2q
chr2,189300001,189400000,2q
chr2,189400001,189500000,2q
chr2,189500001,189600000,2q
chr2,189600001,189700000,2q
chr2,189700001,189800000,2q
chr2,189800001,189900000,2q
chr2,189900001,190000000,2q
chr2,190000001,190100000,2q
chr2,190100001,190200000,2q
chr2,190200001,190300000,2q
chr2,190300001,190400000,2q
chr2,190400001,190500000,2q
chr2,190600001,190700000,2q
chr2,190700001,190800000,2q
chr2,190800001,190900000,2q
chr2,190900001,191000000,2q
chr2,191000001,191100000,2q
chr2,191100001,191200000,2q
chr2,191200001,191300000,2q
chr2,191300001,191400000,2q
chr2,191400001,191500000,2q
chr2,191500001,191600000,2q
chr2,191600001,191700000,2q
chr2,191700001,191800000,2q
chr2,191800001,191900000,2q
chr2,191900001,192000000,2q
chr2,192000001,192100000,2q
chr2,192100001,192200000,2q
chr2,192200001,192300000,2q
chr2,192300001,192400000,2q
chr2,192400001,192500000,2q
chr2,192500001,192600000,2q
chr2,192600001,192700000,2q
chr2,192700001,192800000,2q
chr2,192800001,192900000,2q
chr2,192900001,193000000,2q
chr2,193000001,193100000,2q
chr2,193100001,193200000,2q
chr2,193200001,193300000,2q
chr2,193300001,193400000,2q
chr2,193400001,193500000,2q
chr2,193500001,193600000,2q
chr2,193600001,193700000,2q
chr2,193700001,193800000,2q
chr2,193800001,193900000,2q
chr2,193900001,194000000,2q
chr2,194000001,194100000,2q
chr2,194100001,194200000,2q
chr2,194200001,194300000,2q
chr2,194300001,194400000,2q
chr2,194400001,194500000,2q
chr2,194500001,194600000,2q
chr2,194600001,194700000,2q
chr2,194700001,194800000,2q
chr2,194800001,194900000,2q
chr2,194900001,195000000,2q
chr2,195000001,195100000,2q
chr2,195100001,195200000,2q
chr2,195300001,195400000,2q
chr2,195400001,195500000,2q
chr2,195500001,195600000,2q
chr2,195600001,195700000,2q
chr2,195700001,195800000,2q
chr2,195800001,195900000,2q
chr2,195900001,196000000,2q
chr2,196000001,196100000,2q
chr2,196100001,196200000,2q
chr2,196300001,196400000,2q
chr2,196400001,196500000,2q
chr2,196500001,196600000,2q
chr2,196600001,196700000,2q
chr2,196700001,196800000,2q
chr2,196800001,196900000,2q
chr2,196900001,197000000,2q
chr2,197000001,197100000,2q
chr2,197100001,197200000,2q
chr2,197200001,197300000,2q
chr2,197300001,197400000,2q
chr2,197400001,197500000,2q
chr2,197800001,197900000,2q
chr2,197900001,198000000,2q
chr2,198000001,198100000,2q
chr2,198100001,198200000,2q
chr2,198200001,198300000,2q
chr2,198300001,198400000,2q
chr2,198400001,198500000,2q
chr2,198500001,198600000,2q
chr2,198600001,198700000,2q
chr2,198700001,198800000,2q
chr2,198800001,198900000,2q
chr2,198900001,199000000,2q
chr2,199000001,199100000,2q
chr2,199100001,199200000,2q
chr2,199200001,199300000,2q
chr2,199300001,199400000,2q
chr2,199400001,199500000,2q
chr2,199500001,199600000,2q
chr2,199600001,199700000,2q
chr2,199700001,199800000,2q
chr2,199800001,199900000,2q
chr2,199900001,200000000,2q
chr2,200000001,200100000,2q
chr2,200100001,200200000,2q
chr2,200200001,200300000,2q
chr2,200300001,200400000,2q
chr2,200400001,200500000,2q
chr2,200500001,200600000,2q
chr2,200600001,200700000,2q
chr2,200700001,200800000,2q
chr2,200800001,200900000,2q
chr2,200900001,201000000,2q
chr2,201400001,201500000,2q
chr2,201600001,201700000,2q
chr2,201700001,201800000,2q
chr2,201800001,201900000,2q
chr2,201900001,202000000,2q
chr2,202000001,202100000,2q
chr2,202100001,202200000,2q
chr2,202700001,202800000,2q
chr2,202900001,203000000,2q
chr2,203000001,203100000,2q
chr2,203100001,203200000,2q
chr2,203300001,203400000,2q
chr2,203400001,203500000,2q
chr2,203500001,203600000,2q
chr2,203600001,203700000,2q
chr2,203700001,203800000,2q
chr2,203800001,203900000,2q
chr2,203900001,204000000,2q
chr2,204000001,204100000,2q
chr2,204100001,204200000,2q
chr2,204200001,204300000,2q
chr2,204300001,204400000,2q
chr2,204400001,204500000,2q
chr2,204500001,204600000,2q
chr2,204600001,204700000,2q
chr2,204700001,204800000,2q
chr2,204800001,204900000,2q
chr2,204900001,205000000,2q
chr2,205000001,205100000,2q
chr2,205100001,205200000,2q
chr2,205200001,205300000,2q
chr2,205300001,205400000,2q
chr2,205400001,205500000,2q
chr2,205500001,205600000,2q
chr2,205600001,205700000,2q
chr2,205700001,205800000,2q
chr2,205800001,205900000,2q
chr2,205900001,206000000,2q
chr2,206200001,206300000,2q
chr2,206300001,206400000,2q
chr2,206400001,206500000,2q
chr2,206500001,206600000,2q
chr2,206600001,206700000,2q
chr2,206700001,206800000,2q
chr2,206800001,206900000,2q
chr2,206900001,207000000,2q
chr2,207000001,207100000,2q
chr2,207100001,207200000,2q
chr2,207200001,207300000,2q
chr2,207300001,207400000,2q
chr2,207400001,207500000,2q
chr2,207500001,207600000,2q
chr2,207700001,207800000,2q
chr2,207800001,207900000,2q
chr2,207900001,208000000,2q
chr2,208000001,208100000,2q
chr2,208100001,208200000,2q
chr2,208200001,208300000,2q
chr2,208300001,208400000,2q
chr2,208400001,208500000,2q
chr2,208500001,208600000,2q
chr2,208600001,208700000,2q
chr2,208900001,209000000,2q
chr2,209000001,209100000,2q
chr2,209100001,209200000,2q
chr2,209300001,209400000,2q
chr2,209400001,209500000,2q
chr2,209500001,209600000,2q
chr2,209600001,209700000,2q
chr2,209700001,209800000,2q
chr2,209800001,209900000,2q
chr2,209900001,210000000,2q
chr2,210000001,210100000,2q
chr2,210100001,210200000,2q
chr2,210200001,210300000,2q
chr2,210300001,210400000,2q
chr2,210400001,210500000,2q
chr2,210500001,210600000,2q
chr2,210600001,210700000,2q
chr2,210700001,210800000,2q
chr2,210800001,210900000,2q
chr2,210900001,211000000,2q
chr2,211000001,211100000,2q
chr2,211100001,211200000,2q
chr2,211200001,211300000,2q
chr2,211300001,211400000,2q
chr2,211400001,211500000,2q
chr2,211500001,211600000,2q
chr2,211600001,211700000,2q
chr2,211800001,211900000,2q
chr2,211900001,212000000,2q
chr2,212000001,212100000,2q
chr2,212100001,212200000,2q
chr2,212200001,212300000,2q
chr2,212300001,212400000,2q
chr2,212400001,212500000,2q
chr2,212500001,212600000,2q
chr2,212600001,212700000,2q
chr2,212700001,212800000,2q
chr2,212800001,212900000,2q
chr2,212900001,213000000,2q
chr2,213000001,213100000,2q
chr2,213100001,213200000,2q
chr2,213200001,213300000,2q
chr2,213300001,213400000,2q
chr2,213400001,213500000,2q
chr2,213500001,213600000,2q
chr2,213600001,213700000,2q
chr2,213700001,213800000,2q
chr2,213800001,213900000,2q
chr2,213900001,214000000,2q
chr2,214000001,214100000,2q
chr2,214100001,214200000,2q
chr2,214200001,214300000,2q
chr2,214300001,214400000,2q
chr2,214400001,214500000,2q
chr2,214500001,214600000,2q
chr2,214600001,214700000,2q
chr2,214700001,214800000,2q
chr2,214800001,214900000,2q
chr2,214900001,215000000,2q
chr2,215000001,215100000,2q
chr2,215100001,215200000,2q
chr2,215300001,215400000,2q
chr2,215400001,215500000,2q
chr2,215600001,215700000,2q
chr2,215700001,215800000,2q
chr2,215800001,215900000,2q
chr2,216000001,216100000,2q
chr2,216100001,216200000,2q
chr2,216200001,216300000,2q
chr2,216300001,216400000,2q
chr2,216400001,216500000,2q
chr2,216500001,216600000,2q
chr2,216600001,216700000,2q
chr2,216700001,216800000,2q
chr2,216800001,216900000,2q
chr2,216900001,217000000,2q
chr2,217000001,217100000,2q
chr2,217100001,217200000,2q
chr2,217200001,217300000,2q
chr2,217300001,217400000,2q
chr2,217400001,217500000,2q
chr2,217500001,217600000,2q
chr2,217600001,217700000,2q
chr2,217700001,217800000,2q
chr2,217800001,217900000,2q
chr2,217900001,218000000,2q
chr2,218000001,218100000,2q
chr2,218200001,218300000,2q
chr2,218400001,218500000,2q
chr2,218500001,218600000,2q
chr2,218600001,218700000,2q
chr2,218800001,218900000,2q
chr2,218900001,219000000,2q
chr2,219000001,219100000,2q
chr2,219100001,219200000,2q
chr2,219200001,219300000,2q
chr2,219300001,219400000,2q
chr2,219400001,219500000,2q
chr2,219500001,219600000,2q
chr2,219600001,219700000,2q
chr2,219700001,219800000,2q
chr2,219800001,219900000,2q
chr2,219900001,220000000,2q
chr2,220000001,220100000,2q
chr2,220100001,220200000,2q
chr2,220200001,220300000,2q
chr2,220300001,220400000,2q
chr2,220400001,220500000,2q
chr2,220500001,220600000,2q
chr2,220600001,220700000,2q
chr2,220700001,220800000,2q
chr2,220800001,220900000,2q
chr2,220900001,221000000,2q
chr2,221000001,221100000,2q
chr2,221100001,221200000,2q
chr2,221200001,221300000,2q
chr2,221300001,221400000,2q
chr2,221400001,221500000,2q
chr2,221500001,221600000,2q
chr2,221600001,221700000,2q
chr2,221700001,221800000,2q
chr2,221800001,221900000,2q
chr2,221900001,222000000,2q
chr2,222000001,222100000,2q
chr2,222100001,222200000,2q
chr2,222200001,222300000,2q
chr2,222300001,222400000,2q
chr2,222400001,222500000,2q
chr2,222500001,222600000,2q
chr2,222600001,222700000,2q
chr2,222700001,222800000,2q
chr2,222800001,222900000,2q
chr2,222900001,223000000,2q
chr2,223000001,223100000,2q
chr2,223100001,223200000,2q
chr2,223200001,223300000,2q
chr2,223300001,223400000,2q
chr2,223400001,223500000,2q
chr2,223500001,223600000,2q
chr2,223600001,223700000,2q
chr2,223700001,223800000,2q
chr2,223800001,223900000,2q
chr2,223900001,224000000,2q
chr2,224000001,224100000,2q
chr2,224100001,224200000,2q
chr2,224200001,224300000,2q
chr2,224300001,224400000,2q
chr2,224400001,224500000,2q
chr2,224500001,224600000,2q
chr2,224700001,224800000,2q
chr2,224800001,224900000,2q
chr2,224900001,225000000,2q
chr2,225000001,225100000,2q
chr2,225100001,225200000,2q
chr2,225200001,225300000,2q
chr2,225300001,225400000,2q
chr2,225400001,225500000,2q
chr2,225500001,225600000,2q
chr2,225600001,225700000,2q
chr2,225700001,225800000,2q
chr2,225800001,225900000,2q
chr2,225900001,226000000,2q
chr2,226000001,226100000,2q
chr2,226100001,226200000,2q
chr2,226200001,226300000,2q
chr2,226300001,226400000,2q
chr2,226400001,226500000,2q
chr2,226500001,226600000,2q
chr2,226600001,226700000,2q
chr2,226800001,226900000,2q
chr2,226900001,227000000,2q
chr2,227000001,227100000,2q
chr2,227100001,227200000,2q
chr2,227200001,227300000,2q
chr2,227300001,227400000,2q
chr2,227400001,227500000,2q
chr2,227500001,227600000,2q
chr2,227600001,227700000,2q
chr2,227800001,227900000,2q
chr2,227900001,228000000,2q
chr2,228000001,228100000,2q
chr2,228100001,228200000,2q
chr2,228200001,228300000,2q
chr2,228300001,228400000,2q
chr2,228400001,228500000,2q
chr2,228500001,228600000,2q
chr2,228600001,228700000,2q
chr2,228700001,228800000,2q
chr2,228800001,228900000,2q
chr2,228900001,229000000,2q
chr2,229000001,229100000,2q
chr2,229100001,229200000,2q
chr2,229200001,229300000,2q
chr2,229300001,229400000,2q
chr2,229400001,229500000,2q
chr2,229500001,229600000,2q
chr2,229600001,229700000,2q
chr2,229700001,229800000,2q
chr2,229800001,229900000,2q
chr2,230000001,230100000,2q
chr2,230200001,230300000,2q
chr2,230300001,230400000,2q
chr2,230400001,230500000,2q
chr2,230500001,230600000,2q
chr2,230700001,230800000,2q
chr2,230800001,230900000,2q
chr2,230900001,231000000,2q
chr2,231000001,231100000,2q
chr2,231100001,231200000,2q
chr2,231200001,231300000,2q
chr2,231300001,231400000,2q
chr2,231700001,231800000,2q
chr2,231900001,232000000,2q
chr2,232000001,232100000,2q
chr2,232100001,232200000,2q
chr2,232200001,232300000,2q
chr2,232400001,232500000,2q
chr2,232500001,232600000,2q
chr2,232600001,232700000,2q
chr2,232700001,232800000,2q
chr2,232800001,232900000,2q
chr2,232900001,233000000,2q
chr2,233000001,233100000,2q
chr2,233100001,233200000,2q
chr2,233200001,233300000,2q
chr2,233300001,233400000,2q
chr2,233400001,233500000,2q
chr2,233500001,233600000,2q
chr2,233700001,233800000,2q
chr2,233800001,233900000,2q
chr2,233900001,234000000,2q
chr2,234000001,234100000,2q
chr2,234100001,234200000,2q
chr2,234200001,234300000,2q
chr2,234300001,234400000,2q
chr2,234400001,234500000,2q
chr2,234500001,234600000,2q
chr2,234600001,234700000,2q
chr2,234700001,234800000,2q
chr2,234800001,234900000,2q
chr2,234900001,235000000,2q
chr2,235000001,235100000,2q
chr2,235100001,235200000,2q
chr2,235200001,235300000,2q
chr2,235300001,235400000,2q
chr2,235400001,235500000,2q
chr2,235500001,235600000,2q
chr2,235600001,235700000,2q
chr2,235700001,235800000,2q
chr2,235800001,235900000,2q
chr2,235900001,236000000,2q
chr2,236000001,236100000,2q
chr2,236100001,236200000,2q
chr2,236200001,236300000,2q
chr2,236300001,236400000,2q
chr2,236400001,236500000,2q
chr2,236500001,236600000,2q
chr2,236600001,236700000,2q
chr2,236700001,236800000,2q
chr2,236800001,236900000,2q
chr2,236900001,237000000,2q
chr2,237000001,237100000,2q
chr2,237100001,237200000,2q
chr2,237200001,237300000,2q
chr2,237300001,237400000,2q
chr2,237400001,237500000,2q
chr2,237600001,237700000,2q
chr2,237700001,237800000,2q
chr2,237800001,237900000,2q
chr2,237900001,238000000,2q
chr2,238000001,238100000,2q
chr2,238100001,238200000,2q
chr2,238200001,238300000,2q
chr2,238300001,238400000,2q
chr2,238400001,238500000,2q
chr2,238500001,238600000,2q
chr2,238600001,238700000,2q
chr2,238700001,238800000,2q
chr2,238800001,238900000,2q
chr2,238900001,239000000,2q
chr2,239000001,239100000,2q
chr2,239100001,239200000,2q
chr2,239200001,239300000,2q
chr2,239300001,239400000,2q
chr2,239400001,239500000,2q
chr2,239500001,239600000,2q
chr2,239600001,239700000,2q
chr2,239700001,239800000,2q
chr2,239800001,239900000,2q
chr2,239900001,240000000,2q
chr2,240000001,240100000,2q
chr2,240100001,240200000,2q
chr2,240200001,240300000,2q
chr2,240300001,240400000,2q
chr2,240400001,240500000,2q
chr2,240500001,240600000,2q
chr2,240600001,240700000,2q
chr2,240700001,240800000,2q
chr2,240800001,240900000,2q
chr2,240900001,241000000,2q
chr2,241000001,241100000,2q
chr2,241100001,241200000,2q
chr2,241200001,241300000,2q
chr2,241300001,241400000,2q
chr2,241400001,241500000,2q
chr2,241500001,241600000,2q
chr2,241600001,241700000,2q
chr2,241700001,241800000,2q
chr2,241800001,241900000,2q
chr2,241900001,242000000,2q
chr3,1,100000,3p
chr3,100001,200000,3p
chr3,200001,300000,3p
chr3,300001,400000,3p
chr3,400001,500000,3p
chr3,700001,800000,3p
chr3,900001,1000000,3p
chr3,1000001,1100000,3p
chr3,1100001,1200000,3p
chr3,1200001,1300000,3p
chr3,1300001,1400000,3p
chr3,1400001,1500000,3p
chr3,1500001,1600000,3p
chr3,1700001,1800000,3p
chr3,1800001,1900000,3p
chr3,1900001,2000000,3p
chr3,2000001,2100000,3p
chr3,2100001,2200000,3p
chr3,2200001,2300000,3p
chr3,2300001,2400000,3p
chr3,2400001,2500000,3p
chr3,2500001,2600000,3p
chr3,2600001,2700000,3p
chr3,2700001,2800000,3p
chr3,2800001,2900000,3p
chr3,2900001,3000000,3p
chr3,3000001,3100000,3p
chr3,3100001,3200000,3p
chr3,3200001,3300000,3p
chr3,3300001,3400000,3p
chr3,3400001,3500000,3p
chr3,3600001,3700000,3p
chr3,3700001,3800000,3p
chr3,3800001,3900000,3p
chr3,4000001,4100000,3p
chr3,4300001,4400000,3p
chr3,4400001,4500000,3p
chr3,4500001,4600000,3p
chr3,4600001,4700000,3p
chr3,4700001,4800000,3p
chr3,4800001,4900000,3p
chr3,4900001,5000000,3p
chr3,5000001,5100000,3p
chr3,5100001,5200000,3p
chr3,5200001,5300000,3p
chr3,5300001,5400000,3p
chr3,5400001,5500000,3p
chr3,5500001,5600000,3p
chr3,5600001,5700000,3p
chr3,5700001,5800000,3p
chr3,5800001,5900000,3p
chr3,5900001,6000000,3p
chr3,6000001,6100000,3p
chr3,6100001,6200000,3p
chr3,6200001,6300000,3p
chr3,6300001,6400000,3p
chr3,6400001,6500000,3p
chr3,6500001,6600000,3p
chr3,6600001,6700000,3p
chr3,6700001,6800000,3p
chr3,6800001,6900000,3p
chr3,6900001,7000000,3p
chr3,7000001,7100000,3p
chr3,7100001,7200000,3p
chr3,7200001,7300000,3p
chr3,7300001,7400000,3p
chr3,7400001,7500000,3p
chr3,7500001,7600000,3p
chr3,7600001,7700000,3p
chr3,7700001,7800000,3p
chr3,7800001,7900000,3p
chr3,7900001,8000000,3p
chr3,8000001,8100000,3p
chr3,8100001,8200000,3p
chr3,8200001,8300000,3p
chr3,8300001,8400000,3p
chr3,8400001,8500000,3p
chr3,8500001,8600000,3p
chr3,8700001,8800000,3p
chr3,8800001,8900000,3p
chr3,8900001,9000000,3p
chr3,9000001,9100000,3p
chr3,9100001,9200000,3p
chr3,9200001,9300000,3p
chr3,9300001,9400000,3p
chr3,9400001,9500000,3p
chr3,9600001,9700000,3p
chr3,9700001,9800000,3p
chr3,9900001,10000000,3p
chr3,10200001,10300000,3p
chr3,10300001,10400000,3p
chr3,10400001,10500000,3p
chr3,10500001,10600000,3p
chr3,10600001,10700000,3p
chr3,10700001,10800000,3p
chr3,10800001,10900000,3p
chr3,10900001,11000000,3p
chr3,11000001,11100000,3p
chr3,11100001,11200000,3p
chr3,11200001,11300000,3p
chr3,11300001,11400000,3p
chr3,11400001,11500000,3p
chr3,11500001,11600000,3p
chr3,11600001,11700000,3p
chr3,11700001,11800000,3p
chr3,11900001,12000000,3p
chr3,12000001,12100000,3p
chr3,12100001,12200000,3p
chr3,12200001,12300000,3p
chr3,12300001,12400000,3p
chr3,12400001,12500000,3p
chr3,12500001,12600000,3p
chr3,12800001,12900000,3p
chr3,12900001,13000000,3p
chr3,13000001,13100000,3p
chr3,13100001,13200000,3p
chr3,13200001,13300000,3p
chr3,13300001,13400000,3p
chr3,13400001,13500000,3p
chr3,13500001,13600000,3p
chr3,13600001,13700000,3p
chr3,13700001,13800000,3p
chr3,13800001,13900000,3p
chr3,14100001,14200000,3p
chr3,14200001,14300000,3p
chr3,14300001,14400000,3p
chr3,14400001,14500000,3p
chr3,14500001,14600000,3p
chr3,14600001,14700000,3p
chr3,14700001,14800000,3p
chr3,14800001,14900000,3p
chr3,14900001,15000000,3p
chr3,15000001,15100000,3p
chr3,15200001,15300000,3p
chr3,15300001,15400000,3p
chr3,15400001,15500000,3p
chr3,15500001,15600000,3p
chr3,15600001,15700000,3p
chr3,15700001,15800000,3p
chr3,15800001,15900000,3p
chr3,15900001,16000000,3p
chr3,16000001,16100000,3p
chr3,16100001,16200000,3p
chr3,16200001,16300000,3p
chr3,16300001,16400000,3p
chr3,16400001,16500000,3p
chr3,16500001,16600000,3p
chr3,16600001,16700000,3p
chr3,16800001,16900000,3p
chr3,16900001,17000000,3p
chr3,17000001,17100000,3p
chr3,17100001,17200000,3p
chr3,17200001,17300000,3p
chr3,17300001,17400000,3p
chr3,17400001,17500000,3p
chr3,17500001,17600000,3p
chr3,17600001,17700000,3p
chr3,17700001,17800000,3p
chr3,17800001,17900000,3p
chr3,17900001,18000000,3p
chr3,18000001,18100000,3p
chr3,18100001,18200000,3p
chr3,18200001,18300000,3p
chr3,18300001,18400000,3p
chr3,18400001,18500000,3p
chr3,18500001,18600000,3p
chr3,18600001,18700000,3p
chr3,18700001,18800000,3p
chr3,18800001,18900000,3p
chr3,19000001,19100000,3p
chr3,19100001,19200000,3p
chr3,19200001,19300000,3p
chr3,19300001,19400000,3p
chr3,19400001,19500000,3p
chr3,19500001,19600000,3p
chr3,19700001,19800000,3p
chr3,19900001,20000000,3p
chr3,20000001,20100000,3p
chr3,20100001,20200000,3p
chr3,20300001,20400000,3p
chr3,20400001,20500000,3p
chr3,20500001,20600000,3p
chr3,20600001,20700000,3p
chr3,20700001,20800000,3p
chr3,20800001,20900000,3p
chr3,20900001,21000000,3p
chr3,21000001,21100000,3p
chr3,21100001,21200000,3p
chr3,21200001,21300000,3p
chr3,21300001,21400000,3p
chr3,21400001,21500000,3p
chr3,21500001,21600000,3p
chr3,21600001,21700000,3p
chr3,21700001,21800000,3p
chr3,21800001,21900000,3p
chr3,21900001,22000000,3p
chr3,22000001,22100000,3p
chr3,22100001,22200000,3p
chr3,22200001,22300000,3p
chr3,22300001,22400000,3p
chr3,22400001,22500000,3p
chr3,22500001,22600000,3p
chr3,22600001,22700000,3p
chr3,22700001,22800000,3p
chr3,22800001,22900000,3p
chr3,22900001,23000000,3p
chr3,23100001,23200000,3p
chr3,23200001,23300000,3p
chr3,23300001,23400000,3p
chr3,23400001,23500000,3p
chr3,23500001,23600000,3p
chr3,23600001,23700000,3p
chr3,23700001,23800000,3p
chr3,23800001,23900000,3p
chr3,23900001,24000000,3p
chr3,24100001,24200000,3p
chr3,24200001,24300000,3p
chr3,24300001,24400000,3p
chr3,24400001,24500000,3p
chr3,24500001,24600000,3p
chr3,24600001,24700000,3p
chr3,24800001,24900000,3p
chr3,24900001,25000000,3p
chr3,25000001,25100000,3p
chr3,25100001,25200000,3p
chr3,25200001,25300000,3p
chr3,25300001,25400000,3p
chr3,25500001,25600000,3p
chr3,25600001,25700000,3p
chr3,25700001,25800000,3p
chr3,25800001,25900000,3p
chr3,25900001,26000000,3p
chr3,26000001,26100000,3p
chr3,26100001,26200000,3p
chr3,26200001,26300000,3p
chr3,26300001,26400000,3p
chr3,26400001,26500000,3p
chr3,26500001,26600000,3p
chr3,26600001,26700000,3p
chr3,26700001,26800000,3p
chr3,26800001,26900000,3p
chr3,27000001,27100000,3p
chr3,27100001,27200000,3p
chr3,27200001,27300000,3p
chr3,27300001,27400000,3p
chr3,27400001,27500000,3p
chr3,27600001,27700000,3p
chr3,27700001,27800000,3p
chr3,27800001,27900000,3p
chr3,27900001,28000000,3p
chr3,28000001,28100000,3p
chr3,28100001,28200000,3p
chr3,28200001,28300000,3p
chr3,28300001,28400000,3p
chr3,28500001,28600000,3p
chr3,28600001,28700000,3p
chr3,28700001,28800000,3p
chr3,28800001,28900000,3p
chr3,28900001,29000000,3p
chr3,29000001,29100000,3p
chr3,29100001,29200000,3p
chr3,29200001,29300000,3p
chr3,29300001,29400000,3p
chr3,29400001,29500000,3p
chr3,29500001,29600000,3p
chr3,29600001,29700000,3p
chr3,29800001,29900000,3p
chr3,29900001,30000000,3p
chr3,30000001,30100000,3p
chr3,30100001,30200000,3p
chr3,30200001,30300000,3p
chr3,30300001,30400000,3p
chr3,30400001,30500000,3p
chr3,30500001,30600000,3p
chr3,30600001,30700000,3p
chr3,30700001,30800000,3p
chr3,30800001,30900000,3p
chr3,30900001,31000000,3p
chr3,31000001,31100000,3p
chr3,31100001,31200000,3p
chr3,31200001,31300000,3p
chr3,31300001,31400000,3p
chr3,31400001,31500000,3p
chr3,31500001,31600000,3p
chr3,31600001,31700000,3p
chr3,31700001,31800000,3p
chr3,31800001,31900000,3p
chr3,31900001,32000000,3p
chr3,32100001,32200000,3p
chr3,32200001,32300000,3p
chr3,32300001,32400000,3p
chr3,32400001,32500000,3p
chr3,32500001,32600000,3p
chr3,32800001,32900000,3p
chr3,33000001,33100000,3p
chr3,33100001,33200000,3p
chr3,33200001,33300000,3p
chr3,33300001,33400000,3p
chr3,33600001,33700000,3p
chr3,33700001,33800000,3p
chr3,33800001,33900000,3p
chr3,33900001,34000000,3p
chr3,34000001,34100000,3p
chr3,34100001,34200000,3p
chr3,34200001,34300000,3p
chr3,34300001,34400000,3p
chr3,34500001,34600000,3p
chr3,34600001,34700000,3p
chr3,34700001,34800000,3p
chr3,34800001,34900000,3p
chr3,34900001,35000000,3p
chr3,35000001,35100000,3p
chr3,35100001,35200000,3p
chr3,35200001,35300000,3p
chr3,35300001,35400000,3p
chr3,35400001,35500000,3p
chr3,35500001,35600000,3p
chr3,35600001,35700000,3p
chr3,35700001,35800000,3p
chr3,35800001,35900000,3p
chr3,35900001,36000000,3p
chr3,36000001,36100000,3p
chr3,36100001,36200000,3p
chr3,36200001,36300000,3p
chr3,36300001,36400000,3p
chr3,36400001,36500000,3p
chr3,36500001,36600000,3p
chr3,36600001,36700000,3p
chr3,36700001,36800000,3p
chr3,36800001,36900000,3p
chr3,36900001,37000000,3p
chr3,37000001,37100000,3p
chr3,37100001,37200000,3p
chr3,37200001,37300000,3p
chr3,37300001,37400000,3p
chr3,37400001,37500000,3p
chr3,37500001,37600000,3p
chr3,37600001,37700000,3p
chr3,37700001,37800000,3p
chr3,37800001,37900000,3p
chr3,37900001,38000000,3p
chr3,38100001,38200000,3p
chr3,38200001,38300000,3p
chr3,38300001,38400000,3p
chr3,38500001,38600000,3p
chr3,38600001,38700000,3p
chr3,38700001,38800000,3p
chr3,38800001,38900000,3p
chr3,38900001,39000000,3p
chr3,39000001,39100000,3p
chr3,39100001,39200000,3p
chr3,39200001,39300000,3p
chr3,39400001,39500000,3p
chr3,39500001,39600000,3p
chr3,39600001,39700000,3p
chr3,39700001,39800000,3p
chr3,39800001,39900000,3p
chr3,40000001,40100000,3p
chr3,40100001,40200000,3p
chr3,40300001,40400000,3p
chr3,40400001,40500000,3p
chr3,40500001,40600000,3p
chr3,40600001,40700000,3p
chr3,40700001,40800000,3p
chr3,40800001,40900000,3p
chr3,40900001,41000000,3p
chr3,41000001,41100000,3p
chr3,41100001,41200000,3p
chr3,41200001,41300000,3p
chr3,41300001,41400000,3p
chr3,41400001,41500000,3p
chr3,41600001,41700000,3p
chr3,41700001,41800000,3p
chr3,42000001,42100000,3p
chr3,42100001,42200000,3p
chr3,42200001,42300000,3p
chr3,42300001,42400000,3p
chr3,42400001,42500000,3p
chr3,42500001,42600000,3p
chr3,42600001,42700000,3p
chr3,42700001,42800000,3p
chr3,42800001,42900000,3p
chr3,42900001,43000000,3p
chr3,43000001,43100000,3p
chr3,43100001,43200000,3p
chr3,43300001,43400000,3p
chr3,43400001,43500000,3p
chr3,43500001,43600000,3p
chr3,43700001,43800000,3p
chr3,43800001,43900000,3p
chr3,43900001,44000000,3p
chr3,44000001,44100000,3p
chr3,44100001,44200000,3p
chr3,44200001,44300000,3p
chr3,44300001,44400000,3p
chr3,44400001,44500000,3p
chr3,44500001,44600000,3p
chr3,44600001,44700000,3p
chr3,44700001,44800000,3p
chr3,44800001,44900000,3p
chr3,44900001,45000000,3p
chr3,45000001,45100000,3p
chr3,45100001,45200000,3p
chr3,45200001,45300000,3p
chr3,45300001,45400000,3p
chr3,45400001,45500000,3p
chr3,45500001,45600000,3p
chr3,45600001,45700000,3p
chr3,45700001,45800000,3p
chr3,45800001,45900000,3p
chr3,45900001,46000000,3p
chr3,46000001,46100000,3p
chr3,46100001,46200000,3p
chr3,46200001,46300000,3p
chr3,46300001,46400000,3p
chr3,46400001,46500000,3p
chr3,46500001,46600000,3p
chr3,46600001,46700000,3p
