Chromosome,Start,End,arm
chr3,25100001,25200000,3p
chr3,25500001,25600000,3p
chr3,25600001,25700000,3p
chr3,25800001,25900000,3p
chr3,26600001,26700000,3p
chr3,27000001,27100000,3p
chr3,27300001,27400000,3p
chr3,27700001,27800000,3p
chr3,27900001,28000000,3p
chr3,28100001,28200000,3p
chr3,28200001,28300000,3p
chr3,28500001,28600000,3p
chr3,28600001,28700000,3p
chr3,28700001,28800000,3p
chr3,28800001,28900000,3p
chr3,28900001,29000000,3p
chr3,29200001,29300000,3p
chr3,29300001,29400000,3p
chr3,29400001,29500000,3p
chr3,29500001,29600000,3p
chr3,29600001,29700000,3p
chr3,29800001,29900000,3p
chr3,30100001,30200000,3p
chr3,30200001,30300000,3p
chr3,30500001,30600000,3p
chr3,30600001,30700000,3p
chr3,30700001,30800000,3p
chr3,30800001,30900000,3p
chr3,30900001,31000000,3p
chr3,31000001,31100000,3p
chr3,31100001,31200000,3p
chr3,31200001,31300000,3p
chr3,31300001,31400000,3p
chr3,31400001,31500000,3p
chr3,31500001,31600000,3p
chr3,31600001,31700000,3p
chr3,31800001,31900000,3p
chr3,34200001,34300000,3p
chr3,34300001,34400000,3p
chr3,34500001,34600000,3p
chr3,34800001,34900000,3p
chr3,35000001,35100000,3p
chr3,35300001,35400000,3p
chr3,35500001,35600000,3p
chr3,35600001,35700000,3p
chr3,35700001,35800000,3p
chr3,35900001,36000000,3p
chr3,36200001,36300000,3p
chr3,36700001,36800000,3p
chr3,36800001,36900000,3p
chr3,37500001,37600000,3p
chr3,37700001,37800000,3p
chr3,37900001,38000000,3p
chr3,38100001,38200000,3p
chr3,38500001,38600000,3p
chr3,38600001,38700000,3p
chr3,38700001,38800000,3p
chr3,38800001,38900000,3p
chr3,39100001,39200000,3p
chr3,39200001,39300000,3p
chr3,40300001,40400000,3p
chr3,40600001,40700000,3p
chr3,40700001,40800000,3p
chr3,40800001,40900000,3p
chr3,41000001,41100000,3p
chr3,41100001,41200000,3p
chr3,42300001,42400000,3p
chr3,42400001,42500000,3p
chr3,42500001,42600000,3p
chr3,42600001,42700000,3p
chr3,43100001,43200000,3p
chr3,43300001,43400000,3p
chr3,43700001,43800000,3p
chr3,44000001,44100000,3p
chr3,44100001,44200000,3p
chr3,44200001,44300000,3p
chr3,44900001,45000000,3p
chr3,45200001,45300000,3p
chr3,45400001,45500000,3p
chr3,45700001,45800000,3p
chr3,45800001,45900000,3p
chr3,45900001,46000000,3p
chr3,46400001,46500000,3p
chr3,46600001,46700000,3p
chr3,46800001,46900000,3p
chr3,46900001,47000000,3p
chr3,48500001,48600000,3p
chr3,50100001,50200000,3p
chr3,50400001,50500000,3p
chr3,50500001,50600000,3p
chr3,50600001,50700000,3p
chr3,52000001,52100000,3p
chr3,52300001,52400000,3p
chr3,52400001,52500000,3p
chr3,52800001,52900000,3p
chr3,53100001,53200000,3p
chr3,53500001,53600000,3p
chr3,53600001,53700000,3p
chr3,53700001,53800000,3p
chr3,53800001,53900000,3p
chr3,54000001,54100000,3p
chr3,54100001,54200000,3p
chr3,54500001,54600000,3p
chr3,54700001,54800000,3p
chr3,54900001,55000000,3p
chr3,55300001,55400000,3p
chr3,55400001,55500000,3p
chr3,55500001,55600000,3p
chr3,55600001,55700000,3p
chr3,55700001,55800000,3p
chr3,55800001,55900000,3p
chr3,55900001,56000000,3p
chr3,56000001,56100000,3p
chr3,56100001,56200000,3p
chr3,56300001,56400000,3p
chr3,56400001,56500000,3p
chr3,56800001,56900000,3p
chr3,58100001,58200000,3p
chr3,58600001,58700000,3p
chr3,59100001,59200000,3p
chr3,59400001,59500000,3p
chr3,59500001,59600000,3p
chr3,59700001,59800000,3p
chr3,59800001,59900000,3p
chr3,59900001,60000000,3p
chr3,60000001,60100000,3p
chr3,60100001,60200000,3p
chr3,60200001,60300000,3p
chr3,60300001,60400000,3p
chr3,60500001,60600000,3p
chr3,60600001,60700000,3p
chr3,60800001,60900000,3p
chr3,61600001,61700000,3p
chr3,61700001,61800000,3p
chr3,61800001,61900000,3p
chr3,61900001,62000000,3p
chr3,62000001,62100000,3p
chr3,62100001,62200000,3p
chr3,62200001,62300000,3p
chr3,62300001,62400000,3p
chr3,62400001,62500000,3p
chr3,62500001,62600000,3p
chr3,62600001,62700000,3p
chr3,62700001,62800000,3p
chr3,62800001,62900000,3p
chr3,62900001,63000000,3p
chr3,63000001,63100000,3p
chr3,63300001,63400000,3p
chr3,63400001,63500000,3p
chr3,63500001,63600000,3p
chr3,63800001,63900000,3p
chr3,63900001,64000000,3p
chr3,64000001,64100000,3p
chr3,64100001,64200000,3p
chr3,64200001,64300000,3p
chr3,64300001,64400000,3p
chr3,64500001,64600000,3p
chr3,64600001,64700000,3p
chr3,64700001,64800000,3p
chr3,64800001,64900000,3p
chr3,64900001,65000000,3p
chr3,65300001,65400000,3p
chr3,65400001,65500000,3p
chr3,65600001,65700000,3p
chr3,65700001,65800000,3p
chr3,65800001,65900000,3p
chr3,66300001,66400000,3p
chr3,66400001,66500000,3p
chr3,66600001,66700000,3p
chr3,67300001,67400000,3p
chr3,67500001,67600000,3p
chr3,67600001,67700000,3p
chr3,67800001,67900000,3p
chr3,68000001,68100000,3p
chr3,68100001,68200000,3p
chr3,68200001,68300000,3p
chr3,68400001,68500000,3p
chr3,68500001,68600000,3p
chr3,68700001,68800000,3p
chr3,68900001,69000000,3p
chr3,69000001,69100000,3p
chr3,69500001,69600000,3p
chr3,69700001,69800000,3p
chr3,69800001,69900000,3p
chr3,69900001,70000000,3p
chr3,70100001,70200000,3p
chr3,70200001,70300000,3p
chr3,70300001,70400000,3p
chr3,70500001,70600000,3p
chr3,70900001,71000000,3p
chr3,71000001,71100000,3p
chr3,71100001,71200000,3p
chr3,71200001,71300000,3p
chr3,71300001,71400000,3p
chr3,71400001,71500000,3p
chr3,71500001,71600000,3p
chr3,71700001,71800000,3p
chr3,71800001,71900000,3p
chr3,71900001,72000000,3p
chr3,72100001,72200000,3p
chr3,72200001,72300000,3p
chr3,72300001,72400000,3p
chr3,72400001,72500000,3p
chr3,72500001,72600000,3p
chr3,72600001,72700000,3p
chr3,73400001,73500000,3p
chr3,73500001,73600000,3p
chr3,73600001,73700000,3p
chr3,73700001,73800000,3p
chr3,74000001,74100000,3p
chr3,74200001,74300000,3p
chr3,74300001,74400000,3p
chr3,74400001,74500000,3p
chr3,74600001,74700000,3p
chr3,76100001,76200000,3p
chr3,76200001,76300000,3p
chr3,76300001,76400000,3p
chr3,76400001,76500000,3p
chr3,76500001,76600000,3p
chr3,76600001,76700000,3p
chr3,76700001,76800000,3p
chr3,76800001,76900000,3p
chr3,76900001,77000000,3p
chr3,77000001,77100000,3p
chr3,77100001,77200000,3p
chr3,77300001,77400000,3p
chr3,77400001,77500000,3p
chr3,77500001,77600000,3p
chr3,77600001,77700000,3p
chr3,77800001,77900000,3p
chr3,77900001,78000000,3p
chr3,78000001,78100000,3p
chr3,78100001,78200000,3p
chr3,78200001,78300000,3p
chr3,78600001,78700000,3p
chr3,78700001,78800000,3p
chr3,78800001,78900000,3p
chr3,78900001,79000000,3p
chr3,79100001,79200000,3p
chr3,79200001,79300000,3p
chr3,79300001,79400000,3p
chr3,79400001,79500000,3p
chr3,79500001,79600000,3p
chr3,79600001,79700000,3p
chr3,79800001,79900000,3p
chr3,79900001,80000000,3p
chr3,80000001,80100000,3p
chr3,80100001,80200000,3p
chr3,80200001,80300000,3p
chr3,80300001,80400000,3p
chr3,80400001,80500000,3p
chr3,80500001,80600000,3p
chr3,80600001,80700000,3p
chr3,81100001,81200000,3p
chr3,81200001,81300000,3p
chr3,81300001,81400000,3p
chr3,81400001,81500000,3p
chr3,81500001,81600000,3p
chr3,81600001,81700000,3p
chr3,81900001,82000000,3p
chr3,82000001,82100000,3p
chr3,82200001,82300000,3p
chr3,82400001,82500000,3p
chr3,82500001,82600000,3p
chr3,82800001,82900000,3p
chr3,83000001,83100000,3p
chr3,83100001,83200000,3p
chr3,83200001,83300000,3p
chr3,83300001,83400000,3p
chr3,83400001,83500000,3p
chr3,83500001,83600000,3p
chr3,83600001,83700000,3p
chr3,83700001,83800000,3p
chr3,83800001,83900000,3p
chr3,83900001,84000000,3p
chr3,84100001,84200000,3p
chr3,84200001,84300000,3p
chr3,84300001,84400000,3p
chr3,84600001,84700000,3p
chr3,84900001,85000000,3p
chr3,85000001,85100000,3p
chr3,85300001,85400000,3p
chr3,85400001,85500000,3p
chr3,85500001,85600000,3p
chr3,85600001,85700000,3p
chr3,85700001,85800000,3p
chr3,85800001,85900000,3p
chr3,86100001,86200000,3p
chr3,86200001,86300000,3p
chr3,86300001,86400000,3p
chr3,86400001,86500000,3p
chr3,86600001,86700000,3p
chr3,86900001,87000000,3p
chr3,87100001,87200000,3p
chr3,87200001,87300000,3p
chr3,88200001,88300000,3p
chr3,88300001,88400000,3p
chr3,88400001,88500000,3p
chr3,88900001,89000000,3p
chr3,89100001,89200000,3p
chr3,89200001,89300000,3p
chr3,89400001,89500000,3p
chr3,89600001,89700000,3p
chr3,90000001,90100000,3p
chr3,94100001,94200000,3q
chr3,94200001,94300000,3q
chr3,94300001,94400000,3q
chr3,94400001,94500000,3q
chr3,94500001,94600000,3q
chr3,94900001,95000000,3q
chr3,95100001,95200000,3q
chr3,95300001,95400000,3q
chr3,95400001,95500000,3q
chr3,95900001,96000000,3q
chr3,96100001,96200000,3q
chr3,96200001,96300000,3q
chr3,96700001,96800000,3q
chr3,96800001,96900000,3q
chr3,97100001,97200000,3q
chr3,97200001,97300000,3q
chr3,97300001,97400000,3q
chr3,97400001,97500000,3q
chr3,97700001,97800000,3q
chr3,97800001,97900000,3q
chr3,97900001,98000000,3q
chr3,98000001,98100000,3q
chr3,98500001,98600000,3q
chr3,98700001,98800000,3q
chr3,99500001,99600000,3q
chr3,99600001,99700000,3q
chr3,99800001,99900000,3q
chr3,99900001,100000000,3q
chr3,100000001,100100000,3q
chr3,100100001,100200000,3q
chr3,100700001,100800000,3q
chr3,100800001,100900000,3q
chr3,100900001,101000000,3q
chr3,101300001,101400000,3q
chr3,101800001,101900000,3q
chr3,102100001,102200000,3q
chr3,102300001,102400000,3q
chr3,102400001,102500000,3q
chr3,102500001,102600000,3q
chr3,102600001,102700000,3q
chr3,102700001,102800000,3q
chr3,103000001,103100000,3q
chr3,103100001,103200000,3q
chr3,103300001,103400000,3q
chr3,103600001,103700000,3q
chr3,103700001,103800000,3q
chr3,103800001,103900000,3q
chr3,103900001,104000000,3q
chr3,104100001,104200000,3q
chr3,104300001,104400000,3q
chr3,104500001,104600000,3q
chr3,104700001,104800000,3q
chr3,104800001,104900000,3q
chr3,104900001,105000000,3q
chr3,105000001,105100000,3q
chr3,105100001,105200000,3q
chr3,105200001,105300000,3q
chr3,105300001,105400000,3q
chr3,105400001,105500000,3q
chr3,105500001,105600000,3q
chr3,105600001,105700000,3q
chr3,105700001,105800000,3q
chr3,105800001,105900000,3q
chr3,106000001,106100000,3q
chr3,106200001,106300000,3q
chr3,106300001,106400000,3q
chr3,106400001,106500000,3q
chr3,106700001,106800000,3q
chr3,107000001,107100000,3q
chr3,107200001,107300000,3q
chr3,107400001,107500000,3q
chr3,107500001,107600000,3q
chr3,107700001,107800000,3q
chr3,107800001,107900000,3q
chr3,107900001,108000000,3q
chr3,108000001,108100000,3q
chr3,108100001,108200000,3q
chr3,108400001,108500000,3q
chr3,108500001,108600000,3q
chr3,108800001,108900000,3q
chr3,108900001,109000000,3q
chr3,109000001,109100000,3q
chr3,109800001,109900000,3q
chr3,110100001,110200000,3q
chr3,110200001,110300000,3q
chr3,110300001,110400000,3q
chr3,110500001,110600000,3q
chr3,110700001,110800000,3q
chr3,111100001,111200000,3q
chr3,111200001,111300000,3q
chr3,111600001,111700000,3q
chr3,111700001,111800000,3q
chr3,111900001,112000000,3q
chr3,112300001,112400000,3q
chr3,112800001,112900000,3q
chr3,113100001,113200000,3q
chr3,113200001,113300000,3q
chr3,113500001,113600000,3q
chr3,113600001,113700000,3q
chr3,114000001,114100000,3q
chr3,114100001,114200000,3q
chr3,114300001,114400000,3q
chr3,114400001,114500000,3q
chr3,114500001,114600000,3q
chr3,114600001,114700000,3q
chr3,114700001,114800000,3q
chr3,114800001,114900000,3q
chr3,114900001,115000000,3q
chr3,115000001,115100000,3q
chr3,115200001,115300000,3q
chr3,115300001,115400000,3q
chr3,115400001,115500000,3q
chr3,115500001,115600000,3q
chr3,115600001,115700000,3q
chr3,115800001,115900000,3q
chr3,115900001,116000000,3q
chr3,116000001,116100000,3q
chr3,116200001,116300000,3q
chr3,116300001,116400000,3q
chr3,116600001,116700000,3q
chr3,116700001,116800000,3q
chr3,116800001,116900000,3q
chr3,116900001,117000000,3q
chr3,117000001,117100000,3q
chr3,117100001,117200000,3q
chr3,117200001,117300000,3q
chr3,117300001,117400000,3q
chr3,117400001,117500000,3q
chr3,117500001,117600000,3q
chr3,117600001,117700000,3q
chr3,117700001,117800000,3q
chr3,117800001,117900000,3q
chr3,117900001,118000000,3q
chr3,118200001,118300000,3q
chr3,118400001,118500000,3q
chr3,118700001,118800000,3q
chr3,118800001,118900000,3q
chr3,119300001,119400000,3q
chr3,119400001,119500000,3q
chr3,119600001,119700000,3q
chr3,119700001,119800000,3q
chr3,120400001,120500000,3q
chr3,121700001,121800000,3q
chr3,122800001,122900000,3q
chr3,122900001,123000000,3q
chr3,123000001,123100000,3q
chr3,123100001,123200000,3q
chr3,123200001,123300000,3q
chr3,123300001,123400000,3q
chr3,123400001,123500000,3q
chr3,123500001,123600000,3q
chr3,123600001,123700000,3q
chr3,123700001,123800000,3q
chr3,123800001,123900000,3q
chr3,124100001,124200000,3q
chr3,124200001,124300000,3q
chr3,124300001,124400000,3q
chr3,124400001,124500000,3q
chr3,124500001,124600000,3q
chr3,124600001,124700000,3q
chr3,124800001,124900000,3q
chr3,125000001,125100000,3q
chr3,125200001,125300000,3q
chr3,126100001,126200000,3q
chr3,126200001,126300000,3q
chr3,126400001,126500000,3q
chr3,126500001,126600000,3q
chr3,126600001,126700000,3q
chr3,126900001,127000000,3q
chr3,127100001,127200000,3q
chr3,127200001,127300000,3q
chr3,127300001,127400000,3q
chr3,127400001,127500000,3q
chr3,127600001,127700000,3q
chr3,127700001,127800000,3q
chr3,127800001,127900000,3q
chr3,127900001,128000000,3q
chr3,128100001,128200000,3q
chr3,128200001,128300000,3q
chr3,128300001,128400000,3q
chr3,128400001,128500000,3q
chr3,128500001,128600000,3q
chr3,129500001,129600000,3q
chr3,130300001,130400000,3q
chr3,130500001,130600000,3q
chr3,130700001,130800000,3q
chr3,130900001,131000000,3q
chr3,131500001,131600000,3q
chr3,131700001,131800000,3q
chr3,131800001,131900000,3q
chr3,132400001,132500000,3q
chr3,133200001,133300000,3q
chr3,133800001,133900000,3q
chr3,133900001,134000000,3q
chr3,134300001,134400000,3q
chr3,134400001,134500000,3q
chr3,134600001,134700000,3q
chr3,134700001,134800000,3q
chr3,134800001,134900000,3q
chr3,134900001,135000000,3q
chr3,135100001,135200000,3q
chr3,135300001,135400000,3q
chr3,135700001,135800000,3q
chr3,137200001,137300000,3q
chr3,138000001,138100000,3q
chr3,138200001,138300000,3q
chr3,138300001,138400000,3q
chr3,138400001,138500000,3q
chr3,138900001,139000000,3q
chr3,139200001,139300000,3q
chr3,139300001,139400000,3q
chr3,139600001,139700000,3q
chr3,139700001,139800000,3q
chr3,139900001,140000000,3q
chr3,140000001,140100000,3q
chr3,140100001,140200000,3q
chr3,140200001,140300000,3q
chr3,140300001,140400000,3q
chr3,140500001,140600000,3q
chr3,140700001,140800000,3q
chr3,141000001,141100000,3q
chr3,141300001,141400000,3q
chr3,141400001,141500000,3q
chr3,141500001,141600000,3q
chr3,142800001,142900000,3q
chr3,142900001,143000000,3q
chr3,143100001,143200000,3q
chr3,143200001,143300000,3q
chr3,143300001,143400000,3q
chr3,143400001,143500000,3q
chr3,143500001,143600000,3q
chr3,143700001,143800000,3q
chr3,143800001,143900000,3q
chr3,144100001,144200000,3q
chr3,144200001,144300000,3q
chr3,144300001,144400000,3q
chr3,144400001,144500000,3q
chr3,144500001,144600000,3q
chr3,144600001,144700000,3q
chr3,144800001,144900000,3q
chr3,145000001,145100000,3q
chr3,145100001,145200000,3q
chr3,145300001,145400000,3q
chr3,145600001,145700000,3q
chr3,145700001,145800000,3q
chr3,146100001,146200000,3q
chr3,146500001,146600000,3q
chr3,146600001,146700000,3q
chr3,146800001,146900000,3q
chr3,147200001,147300000,3q
chr3,147300001,147400000,3q
chr3,147400001,147500000,3q
chr3,147600001,147700000,3q
chr3,147800001,147900000,3q
chr3,147900001,148000000,3q
chr3,148000001,148100000,3q
chr3,148200001,148300000,3q
chr3,148600001,148700000,3q
chr3,148800001,148900000,3q
chr3,148900001,149000000,3q
chr3,149200001,149300000,3q
chr3,149300001,149400000,3q
chr3,149400001,149500000,3q
chr3,149500001,149600000,3q
chr3,150000001,150100000,3q
chr3,150100001,150200000,3q
chr3,150200001,150300000,3q
chr3,150300001,150400000,3q
chr3,150400001,150500000,3q
chr3,150900001,151000000,3q
chr3,151000001,151100000,3q
chr3,151100001,151200000,3q
chr3,151300001,151400000,3q
chr3,151900001,152000000,3q
chr3,152000001,152100000,3q
chr3,152200001,152300000,3q
chr3,152300001,152400000,3q
chr3,152400001,152500000,3q
chr3,152700001,152800000,3q
chr3,152800001,152900000,3q
chr3,154000001,154100000,3q
chr3,154100001,154200000,3q
chr3,154300001,154400000,3q
chr3,154500001,154600000,3q
chr3,154700001,154800000,3q
chr3,155300001,155400000,3q
chr3,156100001,156200000,3q
chr3,156300001,156400000,3q
chr3,156400001,156500000,3q
chr3,156500001,156600000,3q
chr3,156600001,156700000,3q
chr3,156700001,156800000,3q
chr3,157000001,157100000,3q
chr3,157200001,157300000,3q
chr3,157400001,157500000,3q
chr3,158700001,158800000,3q
chr3,158800001,158900000,3q
chr3,158900001,159000000,3q
chr3,159100001,159200000,3q
chr3,159200001,159300000,3q
chr3,159600001,159700000,3q
chr3,159800001,159900000,3q
chr3,159900001,160000000,3q
chr3,160200001,160300000,3q
chr3,160400001,160500000,3q
chr3,160600001,160700000,3q
chr3,160700001,160800000,3q
chr3,160800001,160900000,3q
chr3,161300001,161400000,3q
chr3,161400001,161500000,3q
chr3,161500001,161600000,3q
chr3,161600001,161700000,3q
chr3,161800001,161900000,3q
chr3,161900001,162000000,3q
chr3,162000001,162100000,3q
chr3,162100001,162200000,3q
chr3,162200001,162300000,3q
chr3,162500001,162600000,3q
chr3,162600001,162700000,3q
chr3,162800001,162900000,3q
chr3,162900001,163000000,3q
chr3,163000001,163100000,3q
chr3,163500001,163600000,3q
chr3,163700001,163800000,3q
chr3,163800001,163900000,3q
chr3,164400001,164500000,3q
chr3,164500001,164600000,3q
chr3,164600001,164700000,3q
chr3,164800001,164900000,3q
chr3,164900001,165000000,3q
chr3,165000001,165100000,3q
chr3,165200001,165300000,3q
chr3,165300001,165400000,3q
chr3,165600001,165700000,3q
chr3,165700001,165800000,3q
chr3,165800001,165900000,3q
chr3,166700001,166800000,3q
chr3,167300001,167400000,3q
chr3,167600001,167700000,3q
chr3,167700001,167800000,3q
chr3,167800001,167900000,3q
chr3,167900001,168000000,3q
chr3,168200001,168300000,3q
chr3,168300001,168400000,3q
chr3,168400001,168500000,3q
chr3,168500001,168600000,3q
chr3,168600001,168700000,3q
chr3,168800001,168900000,3q
chr3,168900001,169000000,3q
chr3,169000001,169100000,3q
chr3,169100001,169200000,3q
chr3,169200001,169300000,3q
chr3,169300001,169400000,3q
chr3,169500001,169600000,3q
chr3,169900001,170000000,3q
chr3,170500001,170600000,3q
chr3,170700001,170800000,3q
chr3,171000001,171100000,3q
chr3,171100001,171200000,3q
chr3,171200001,171300000,3q
chr3,171300001,171400000,3q
chr3,171400001,171500000,3q
chr3,171700001,171800000,3q
chr3,171800001,171900000,3q
chr3,172000001,172100000,3q
chr3,172100001,172200000,3q
chr3,172200001,172300000,3q
chr3,172300001,172400000,3q
chr3,172800001,172900000,3q
chr3,172900001,173000000,3q
chr3,173000001,173100000,3q
chr3,173300001,173400000,3q
chr3,173500001,173600000,3q
chr3,173600001,173700000,3q
chr3,173700001,173800000,3q
chr3,173800001,173900000,3q
chr3,173900001,174000000,3q
chr3,174000001,174100000,3q
chr3,174100001,174200000,3q
chr3,174300001,174400000,3q
chr3,174400001,174500000,3q
chr3,174500001,174600000,3q
chr3,174900001,175000000,3q
chr3,175000001,175100000,3q
chr3,175100001,175200000,3q
chr3,175200001,175300000,3q
chr3,175400001,175500000,3q
chr3,175500001,175600000,3q
chr3,175600001,175700000,3q
chr3,176100001,176200000,3q
chr3,176200001,176300000,3q
chr3,176500001,176600000,3q
chr3,176600001,176700000,3q
chr3,177400001,177500000,3q
chr3,177500001,177600000,3q
chr3,177700001,177800000,3q
chr3,177900001,178000000,3q
chr3,178000001,178100000,3q
chr3,178100001,178200000,3q
chr3,178300001,178400000,3q
chr3,178400001,178500000,3q
chr3,178500001,178600000,3q
chr3,179800001,179900000,3q
chr3,179900001,180000000,3q
chr3,180000001,180100000,3q
chr3,180100001,180200000,3q
chr3,180600001,180700000,3q
chr3,181200001,181300000,3q
chr3,181600001,181700000,3q
chr3,181700001,181800000,3q
chr3,182000001,182100000,3q
chr3,182100001,182200000,3q
chr3,182200001,182300000,3q
chr3,182300001,182400000,3q
chr3,182500001,182600000,3q
chr3,182600001,182700000,3q
chr3,182800001,182900000,3q
chr3,184500001,184600000,3q
chr3,184800001,184900000,3q
chr3,184900001,185000000,3q
chr3,186100001,186200000,3q
chr3,186200001,186300000,3q
chr3,186300001,186400000,3q
chr3,186400001,186500000,3q
chr3,186500001,186600000,3q
chr3,187200001,187300000,3q
chr3,187300001,187400000,3q
chr3,187500001,187600000,3q
chr3,187600001,187700000,3q
chr3,187700001,187800000,3q
chr3,187900001,188000000,3q
chr3,188000001,188100000,3q
chr3,188200001,188300000,3q
chr3,188400001,188500000,3q
chr3,188500001,188600000,3q
chr3,188600001,188700000,3q
chr3,188700001,188800000,3q
chr3,188800001,188900000,3q
chr3,188900001,189000000,3q
chr3,189100001,189200000,3q
chr3,189200001,189300000,3q
chr3,189300001,189400000,3q
chr3,189400001,189500000,3q
chr3,189500001,189600000,3q
chr3,189600001,189700000,3q
chr3,189700001,189800000,3q
chr3,189800001,189900000,3q
chr3,189900001,190000000,3q
chr3,190000001,190100000,3q
chr3,190300001,190400000,3q
chr3,190400001,190500000,3q
chr3,190500001,190600000,3q
chr3,190600001,190700000,3q
chr3,190700001,190800000,3q
chr3,190800001,190900000,3q
chr3,191200001,191300000,3q
chr3,191300001,191400000,3q
chr3,191400001,191500000,3q
chr3,191500001,191600000,3q
chr3,191700001,191800000,3q
chr3,191900001,192000000,3q
chr3,192000001,192100000,3q
chr3,192100001,192200000,3q
chr3,192200001,192300000,3q
chr3,192300001,192400000,3q
chr3,192400001,192500000,3q
chr3,192500001,192600000,3q
chr3,192600001,192700000,3q
chr3,193200001,193300000,3q
chr3,193300001,193400000,3q
chr3,193400001,193500000,3q
chr3,193500001,193600000,3q
chr3,193700001,193800000,3q
chr3,193800001,193900000,3q
chr3,193900001,194000000,3q
chr3,194000001,194100000,3q
chr3,194100001,194200000,3q
chr3,194200001,194300000,3q
chr3,194300001,194400000,3q
chr3,194400001,194500000,3q
chr3,194700001,194800000,3q
chr3,194800001,194900000,3q
chr3,194900001,195000000,3q
chr3,195100001,195200000,3q
chr3,197000001,197100000,3q
chr3,197100001,197200000,3q
chr3,197200001,197300000,3q
chr4,1000001,1100000,4p
chr4,1300001,1400000,4p
chr4,1500001,1600000,4p
chr4,1700001,1800000,4p
chr4,3200001,3300000,4p
chr4,3300001,3400000,4p
chr4,3400001,3500000,4p
chr4,3700001,3800000,4p
chr4,4400001,4500000,4p
chr4,4500001,4600000,4p
chr4,4700001,4800000,4p
chr4,4800001,4900000,4p
chr4,5000001,5100000,4p
chr4,5600001,5700000,4p
chr4,5800001,5900000,4p
chr4,5900001,6000000,4p
chr4,6000001,6100000,4p
chr4,6100001,6200000,4p
chr4,6200001,6300000,4p
chr4,6300001,6400000,4p
chr4,6400001,6500000,4p
chr4,6500001,6600000,4p
chr4,7100001,7200000,4p
chr4,7200001,7300000,4p
chr4,7300001,7400000,4p
chr4,7400001,7500000,4p
chr4,7500001,7600000,4p
chr4,7600001,7700000,4p
chr4,7700001,7800000,4p
chr4,7800001,7900000,4p
chr4,8000001,8100000,4p
chr4,8100001,8200000,4p
chr4,8200001,8300000,4p
chr4,8300001,8400000,4p
chr4,8500001,8600000,4p
chr4,8700001,8800000,4p
chr4,8800001,8900000,4p
chr4,9800001,9900000,4p
chr4,9900001,10000000,4p
chr4,10000001,10100000,4p
chr4,10100001,10200000,4p
chr4,10200001,10300000,4p
chr4,10300001,10400000,4p
chr4,10600001,10700000,4p
chr4,10900001,11000000,4p
chr4,11400001,11500000,4p
chr4,12100001,12200000,4p
chr4,12200001,12300000,4p
chr4,12500001,12600000,4p
chr4,12800001,12900000,4p
chr4,13000001,13100000,4p
chr4,13200001,13300000,4p
chr4,13300001,13400000,4p
chr4,13500001,13600000,4p
chr4,13600001,13700000,4p
chr4,13800001,13900000,4p
chr4,13900001,14000000,4p
chr4,14100001,14200000,4p
chr4,14200001,14300000,4p
chr4,14300001,14400000,4p
chr4,14800001,14900000,4p
chr4,14900001,15000000,4p
chr4,15000001,15100000,4p
chr4,15300001,15400000,4p
chr4,15400001,15500000,4p
chr4,15500001,15600000,4p
chr4,15900001,16000000,4p
chr4,16000001,16100000,4p
chr4,16100001,16200000,4p
chr4,16200001,16300000,4p
chr4,16500001,16600000,4p
chr4,16700001,16800000,4p
chr4,16800001,16900000,4p
chr4,17100001,17200000,4p
chr4,17200001,17300000,4p
chr4,17300001,17400000,4p
chr4,17800001,17900000,4p
chr4,17900001,18000000,4p
chr4,18300001,18400000,4p
chr4,18600001,18700000,4p
chr4,18700001,18800000,4p
chr4,18800001,18900000,4p
chr4,19100001,19200000,4p
chr4,19200001,19300000,4p
chr4,19400001,19500000,4p
chr4,19500001,19600000,4p
chr4,19700001,19800000,4p
chr4,20000001,20100000,4p
chr4,20200001,20300000,4p
chr4,20300001,20400000,4p
chr4,20400001,20500000,4p
chr4,20500001,20600000,4p
chr4,20800001,20900000,4p
chr4,20900001,21000000,4p
chr4,21200001,21300000,4p
chr4,21300001,21400000,4p
chr4,21400001,21500000,4p
chr4,21500001,21600000,4p
chr4,21600001,21700000,4p
chr4,21700001,21800000,4p
chr4,21800001,21900000,4p
chr4,21900001,22000000,4p
chr4,22400001,22500000,4p
chr4,22700001,22800000,4p
chr4,22900001,23000000,4p
chr4,23000001,23100000,4p
chr4,23100001,23200000,4p
chr4,23200001,23300000,4p
chr4,23300001,23400000,4p
chr4,23400001,23500000,4p
chr4,23500001,23600000,4p
chr4,23800001,23900000,4p
chr4,23900001,24000000,4p
chr4,24000001,24100000,4p
chr4,24100001,24200000,4p
chr4,24200001,24300000,4p
chr4,24400001,24500000,4p
chr4,24700001,24800000,4p
chr4,24800001,24900000,4p
chr4,25000001,25100000,4p
chr4,25100001,25200000,4p
chr4,25300001,25400000,4p
chr4,25800001,25900000,4p
chr4,25900001,26000000,4p
chr4,26000001,26100000,4p
chr4,26400001,26500000,4p
chr4,26700001,26800000,4p
chr4,26800001,26900000,4p
chr4,27100001,27200000,4p
chr4,27200001,27300000,4p
chr4,27400001,27500000,4p
chr4,27500001,27600000,4p
chr4,27600001,27700000,4p
chr4,27800001,27900000,4p
chr4,27900001,28000000,4p
chr4,28100001,28200000,4p
chr4,28200001,28300000,4p
chr4,28300001,28400000,4p
chr4,28500001,28600000,4p
chr4,28600001,28700000,4p
chr4,28700001,28800000,4p
