Chromosome,Start,End,arm
chr2,30500000,30599999,2p
chr2,30600000,30699999,2p
chr2,30700000,30799999,2p
chr2,30800000,30899999,2p
chr2,30900000,30999999,2p
chr2,31000000,31099999,2p
chr2,31100000,31199999,2p
chr2,31200000,31299999,2p
chr2,31300000,31399999,2p
chr2,31400000,31499999,2p
chr2,31500000,31599999,2p
chr2,31600000,31699999,2p
chr2,31700000,31799999,2p
chr2,31800000,31899999,2p
chr2,31900000,31999999,2p
chr2,32000000,32099999,2p
chr2,32100000,32199999,2p
chr2,32200000,32299999,2p
chr2,32300000,32399999,2p
chr2,32400000,32499999,2p
chr2,32500000,32599999,2p
chr2,32600000,32699999,2p
chr2,32700000,32799999,2p
chr2,32800000,32899999,2p
chr2,32900000,32999999,2p
chr2,33000000,33099999,2p
chr2,33100000,33199999,2p
chr2,33200000,33299999,2p
chr2,33300000,33399999,2p
chr2,33400000,33499999,2p
chr2,33500000,33599999,2p
chr2,33600000,33699999,2p
chr2,33700000,33799999,2p
chr2,33800000,33899999,2p
chr2,33900000,33999999,2p
chr2,34000000,34099999,2p
chr2,34100000,34199999,2p
chr2,34200000,34299999,2p
chr2,34300000,34399999,2p
chr2,34400000,34499999,2p
chr2,34500000,34599999,2p
chr2,34600000,34699999,2p
chr2,34700000,34799999,2p
chr2,34800000,34899999,2p
chr2,34900000,34999999,2p
chr2,35000000,35099999,2p
chr2,35100000,35199999,2p
chr2,35200000,35299999,2p
chr2,35300000,35399999,2p
chr2,35400000,35499999,2p
chr2,35500000,35599999,2p
chr2,35600000,35699999,2p
chr2,35700000,35799999,2p
chr2,35800000,35899999,2p
chr2,35900000,35999999,2p
chr2,36000000,36099999,2p
chr2,36100000,36199999,2p
chr2,36200000,36299999,2p
chr2,36300000,36399999,2p
chr2,36400000,36499999,2p
chr2,36500000,36599999,2p
chr2,36600000,36699999,2p
chr2,36700000,36799999,2p
chr2,36800000,36899999,2p
chr2,36900000,36999999,2p
chr2,37000000,37099999,2p
chr2,37100000,37199999,2p
chr2,37200000,37299999,2p
chr2,37300000,37399999,2p
chr2,37400000,37499999,2p
chr2,37500000,37599999,2p
chr2,37600000,37699999,2p
chr2,37700000,37799999,2p
chr2,37800000,37899999,2p
chr2,37900000,37999999,2p
chr2,38000000,38099999,2p
chr2,38100000,38199999,2p
chr2,38200000,38299999,2p
chr2,38300000,38399999,2p
chr2,38400000,38499999,2p
chr2,38500000,38599999,2p
chr2,38600000,38699999,2p
chr2,38700000,38799999,2p
chr2,38800000,38899999,2p
chr2,38900000,38999999,2p
chr2,39000000,39099999,2p
chr2,39100000,39199999,2p
chr2,39200000,39299999,2p
chr2,39300000,39399999,2p
chr2,39400000,39499999,2p
chr2,39500000,39599999,2p
chr2,39600000,39699999,2p
chr2,39700000,39799999,2p
chr2,39800000,39899999,2p
chr2,39900000,39999999,2p
chr2,40000000,40099999,2p
chr2,40100000,40199999,2p
chr2,40200000,40299999,2p
chr2,40300000,40399999,2p
chr2,40400000,40499999,2p
chr2,40500000,40599999,2p
chr2,40600000,40699999,2p
chr2,40700000,40799999,2p
chr2,40800000,40899999,2p
chr2,40900000,40999999,2p
chr2,41000000,41099999,2p
chr2,41100000,41199999,2p
chr2,41200000,41299999,2p
chr2,41300000,41399999,2p
chr2,41400000,41499999,2p
chr2,41500000,41599999,2p
chr2,41600000,41699999,2p
chr2,41700000,41799999,2p
chr2,41800000,41899999,2p
chr2,41900000,41999999,2p
chr2,42000000,42099999,2p
chr2,42100000,42199999,2p
chr2,42200000,42299999,2p
chr2,42300000,42399999,2p
chr2,42400000,42499999,2p
chr2,42500000,42599999,2p
chr2,42600000,42699999,2p
chr2,42700000,42799999,2p
chr2,42800000,42899999,2p
chr2,42900000,42999999,2p
chr2,43000000,43099999,2p
chr2,43100000,43199999,2p
chr2,43200000,43299999,2p
chr2,43300000,43399999,2p
chr2,43400000,43499999,2p
chr2,43500000,43599999,2p
chr2,43600000,43699999,2p
chr2,43700000,43799999,2p
chr2,43800000,43899999,2p
chr2,43900000,43999999,2p
chr2,44000000,44099999,2p
chr2,44100000,44199999,2p
chr2,44200000,44299999,2p
chr2,44300000,44399999,2p
chr2,44400000,44499999,2p
chr2,44500000,44599999,2p
chr2,44600000,44699999,2p
chr2,44700000,44799999,2p
chr2,44800000,44899999,2p
chr2,44900000,44999999,2p
chr2,45000000,45099999,2p
chr2,45100000,45199999,2p
chr2,45200000,45299999,2p
chr2,45300000,45399999,2p
chr2,45400000,45499999,2p
chr2,45500000,45599999,2p
chr2,45600000,45699999,2p
chr2,45700000,45799999,2p
chr2,45800000,45899999,2p
chr2,45900000,45999999,2p
chr2,46000000,46099999,2p
chr2,46100000,46199999,2p
chr2,46200000,46299999,2p
chr2,46300000,46399999,2p
chr2,46400000,46499999,2p
chr2,46500000,46599999,2p
chr2,46600000,46699999,2p
chr2,46700000,46799999,2p
chr2,46800000,46899999,2p
chr2,46900000,46999999,2p
chr2,47000000,47099999,2p
chr2,47100000,47199999,2p
chr2,47200000,47299999,2p
chr2,47300000,47399999,2p
chr2,47400000,47499999,2p
chr2,47500000,47599999,2p
chr2,47600000,47699999,2p
chr2,47700000,47799999,2p
chr2,47800000,47899999,2p
chr2,47900000,47999999,2p
chr2,48000000,48099999,2p
chr2,48100000,48199999,2p
chr2,48200000,48299999,2p
chr2,48300000,48399999,2p
chr2,48400000,48499999,2p
chr2,48500000,48599999,2p
chr2,48600000,48699999,2p
chr2,48700000,48799999,2p
chr2,48800000,48899999,2p
chr2,48900000,48999999,2p
chr2,49000000,49099999,2p
chr2,49100000,49199999,2p
chr2,49200000,49299999,2p
chr2,49300000,49399999,2p
chr2,49400000,49499999,2p
chr2,49500000,49599999,2p
chr2,49600000,49699999,2p
chr2,49700000,49799999,2p
chr2,49800000,49899999,2p
chr2,49900000,49999999,2p
chr2,50000000,50099999,2p
chr2,50100000,50199999,2p
chr2,50200000,50299999,2p
chr2,50300000,50399999,2p
chr2,50400000,50499999,2p
chr2,50500000,50599999,2p
chr2,50600000,50699999,2p
chr2,50700000,50799999,2p
chr2,50800000,50899999,2p
chr2,50900000,50999999,2p
chr2,51000000,51099999,2p
chr2,51100000,51199999,2p
chr2,51200000,51299999,2p
chr2,51300000,51399999,2p
chr2,51400000,51499999,2p
chr2,51500000,51599999,2p
chr2,51600000,51699999,2p
chr2,51700000,51799999,2p
chr2,51800000,51899999,2p
chr2,51900000,51999999,2p
chr2,52000000,52099999,2p
chr2,52100000,52199999,2p
chr2,52200000,52299999,2p
chr2,52300000,52399999,2p
chr2,52400000,52499999,2p
chr2,52500000,52599999,2p
chr2,52600000,52699999,2p
chr2,52700000,52799999,2p
chr2,52800000,52899999,2p
chr2,52900000,52999999,2p
chr2,53000000,53099999,2p
chr2,53100000,53199999,2p
chr2,53200000,53299999,2p
chr2,53300000,53399999,2p
chr2,53400000,53499999,2p
chr2,53500000,53599999,2p
chr2,53600000,53699999,2p
chr2,53700000,53799999,2p
chr2,53800000,53899999,2p
chr2,53900000,53999999,2p
chr2,54000000,54099999,2p
chr2,54100000,54199999,2p
chr2,54200000,54299999,2p
chr2,54300000,54399999,2p
chr2,54400000,54499999,2p
chr2,54500000,54599999,2p
chr2,54600000,54699999,2p
chr2,54700000,54799999,2p
chr2,54800000,54899999,2p
chr2,54900000,54999999,2p
chr2,55000000,55099999,2p
chr2,55100000,55199999,2p
chr2,55200000,55299999,2p
chr2,55300000,55399999,2p
chr2,55400000,55499999,2p
chr2,55500000,55599999,2p
chr2,55600000,55699999,2p
chr2,55700000,55799999,2p
chr2,55800000,55899999,2p
chr2,55900000,55999999,2p
chr2,56000000,56099999,2p
chr2,56100000,56199999,2p
chr2,56200000,56299999,2p
chr2,56300000,56399999,2p
chr2,56400000,56499999,2p
chr2,56500000,56599999,2p
chr2,56600000,56699999,2p
chr2,56700000,56799999,2p
chr2,56800000,56899999,2p
chr2,56900000,56999999,2p
chr2,57000000,57099999,2p
chr2,57100000,57199999,2p
chr2,57200000,57299999,2p
chr2,57300000,57399999,2p
chr2,57400000,57499999,2p
chr2,57500000,57599999,2p
chr2,57600000,57699999,2p
chr2,57700000,57799999,2p
chr2,57800000,57899999,2p
chr2,57900000,57999999,2p
chr2,58000000,58099999,2p
chr2,58100000,58199999,2p
chr2,58200000,58299999,2p
chr2,58300000,58399999,2p
chr2,58400000,58499999,2p
chr2,58500000,58599999,2p
chr2,58600000,58699999,2p
chr2,58700000,58799999,2p
chr2,58800000,58899999,2p
chr2,58900000,58999999,2p
chr2,59000000,59099999,2p
chr2,59100000,59199999,2p
chr2,59200000,59299999,2p
chr2,59300000,59399999,2p
chr2,59400000,59499999,2p
chr2,59500000,59599999,2p
chr2,59600000,59699999,2p
chr2,59700000,59799999,2p
chr2,59800000,59899999,2p
chr2,59900000,59999999,2p
chr2,60000000,60099999,2p
chr2,60100000,60199999,2p
chr2,60200000,60299999,2p
chr2,60300000,60399999,2p
chr2,60400000,60499999,2p
chr2,60500000,60599999,2p
chr2,60600000,60699999,2p
chr2,60700000,60799999,2p
chr2,60800000,60899999,2p
chr2,60900000,60999999,2p
chr2,61000000,61099999,2p
chr2,61100000,61199999,2p
chr2,61200000,61299999,2p
chr2,61300000,61399999,2p
chr2,61400000,61499999,2p
chr2,61500000,61599999,2p
chr2,61600000,61699999,2p
chr2,61700000,61799999,2p
chr2,61800000,61899999,2p
chr2,61900000,61999999,2p
chr2,62000000,62099999,2p
chr2,62100000,62199999,2p
chr2,62200000,62299999,2p
chr2,62300000,62399999,2p
chr2,62400000,62499999,2p
chr2,62500000,62599999,2p
chr2,62600000,62699999,2p
chr2,62700000,62799999,2p
chr2,62800000,62899999,2p
chr2,62900000,62999999,2p
chr2,63000000,63099999,2p
chr2,63100000,63199999,2p
chr2,63200000,63299999,2p
chr2,63300000,63399999,2p
chr2,63400000,63499999,2p
chr2,63500000,63599999,2p
chr2,63600000,63699999,2p
chr2,63700000,63799999,2p
chr2,63800000,63899999,2p
chr2,63900000,63999999,2p
chr2,64000000,64099999,2p
chr2,64100000,64199999,2p
chr2,64200000,64299999,2p
chr2,64300000,64399999,2p
chr2,64400000,64499999,2p
chr2,64500000,64599999,2p
chr2,64600000,64699999,2p
chr2,64700000,64799999,2p
chr2,64800000,64899999,2p
chr2,64900000,64999999,2p
chr2,65000000,65099999,2p
chr2,65100000,65199999,2p
chr2,65200000,65299999,2p
chr2,65300000,65399999,2p
chr2,65400000,65499999,2p
chr2,65500000,65599999,2p
chr2,65600000,65699999,2p
chr2,65700000,65799999,2p
chr2,65800000,65899999,2p
chr2,65900000,65999999,2p
chr2,66000000,66099999,2p
chr2,66100000,66199999,2p
chr2,66200000,66299999,2p
chr2,66300000,66399999,2p
chr2,66400000,66499999,2p
chr2,66500000,66599999,2p
chr2,66600000,66699999,2p
chr2,66700000,66799999,2p
chr2,66800000,66899999,2p
chr2,66900000,66999999,2p
chr2,67000000,67099999,2p
chr2,67100000,67199999,2p
chr2,67200000,67299999,2p
chr2,67300000,67399999,2p
chr2,67400000,67499999,2p
chr2,67500000,67599999,2p
chr2,67600000,67699999,2p
chr2,67700000,67799999,2p
chr2,67800000,67899999,2p
chr2,67900000,67999999,2p
chr2,68000000,68099999,2p
chr2,68100000,68199999,2p
chr2,68200000,68299999,2p
chr2,68300000,68399999,2p
chr2,68400000,68499999,2p
chr2,68500000,68599999,2p
chr2,68600000,68699999,2p
chr2,68700000,68799999,2p
chr2,68800000,68899999,2p
chr2,68900000,68999999,2p
chr2,69000000,69099999,2p
chr2,69100000,69199999,2p
chr2,69200000,69299999,2p
chr2,69300000,69399999,2p
chr2,69400000,69499999,2p
chr2,69500000,69599999,2p
chr2,69600000,69699999,2p
chr2,69700000,69799999,2p
chr2,69800000,69899999,2p
chr2,69900000,69999999,2p
chr2,70000000,70099999,2p
chr2,70100000,70199999,2p
chr2,70200000,70299999,2p
chr2,70300000,70399999,2p
chr2,70400000,70499999,2p
chr2,70500000,70599999,2p
chr2,70600000,70699999,2p
chr2,70700000,70799999,2p
chr2,70800000,70899999,2p
chr2,70900000,70999999,2p
chr2,71000000,71099999,2p
chr2,71100000,71199999,2p
chr2,71200000,71299999,2p
chr2,71300000,71399999,2p
chr2,71400000,71499999,2p
chr2,71500000,71599999,2p
chr2,71600000,71699999,2p
chr2,71700000,71799999,2p
chr2,71800000,71899999,2p
chr2,71900000,71999999,2p
chr2,72000000,72099999,2p
chr2,72100000,72199999,2p
chr2,72200000,72299999,2p
chr2,72300000,72399999,2p
chr2,72400000,72499999,2p
chr2,72500000,72599999,2p
chr2,72600000,72699999,2p
chr2,72700000,72799999,2p
chr2,72800000,72899999,2p
chr2,72900000,72999999,2p
chr2,73000000,73099999,2p
chr2,73100000,73199999,2p
chr2,73200000,73299999,2p
chr2,73300000,73399999,2p
chr2,73400000,73499999,2p
chr2,73500000,73599999,2p
chr2,73600000,73699999,2p
chr2,73700000,73799999,2p
chr2,73800000,73899999,2p
chr2,73900000,73999999,2p
chr2,74000000,74099999,2p
chr2,74100000,74199999,2p
chr2,74200000,74299999,2p
chr2,74300000,74399999,2p
chr2,74400000,74499999,2p
chr2,74500000,74599999,2p
chr2,74600000,74699999,2p
chr2,74700000,74799999,2p
chr2,74800000,74899999,2p
chr2,74900000,74999999,2p
chr2,75000000,75099999,2p
chr2,75100000,75199999,2p
chr2,75200000,75299999,2p
chr2,75300000,75399999,2p
chr2,75400000,75499999,2p
chr2,75500000,75599999,2p
chr2,75600000,75699999,2p
chr2,75700000,75799999,2p
chr2,75800000,75899999,2p
chr2,75900000,75999999,2p
chr2,76000000,76099999,2p
chr2,76100000,76199999,2p
chr2,76200000,76299999,2p
chr2,76300000,76399999,2p
chr2,76400000,76499999,2p
chr2,76500000,76599999,2p
chr2,76600000,76699999,2p
chr2,76700000,76799999,2p
chr2,76800000,76899999,2p
chr2,76900000,76999999,2p
chr2,77000000,77099999,2p
chr2,77100000,77199999,2p
chr2,77200000,77299999,2p
chr2,77300000,77399999,2p
chr2,77400000,77499999,2p
chr2,77500000,77599999,2p
chr2,77600000,77699999,2p
chr2,77700000,77799999,2p
chr2,77800000,77899999,2p
chr2,77900000,77999999,2p
chr2,78000000,78099999,2p
chr2,78100000,78199999,2p
chr2,78200000,78299999,2p
chr2,78300000,78399999,2p
chr2,78400000,78499999,2p
chr2,78500000,78599999,2p
chr2,78600000,78699999,2p
chr2,78700000,78799999,2p
chr2,78800000,78899999,2p
chr2,78900000,78999999,2p
chr2,79000000,79099999,2p
chr2,79100000,79199999,2p
chr2,79200000,79299999,2p
chr2,79300000,79399999,2p
chr2,79400000,79499999,2p
chr2,79500000,79599999,2p
chr2,79600000,79699999,2p
chr2,79700000,79799999,2p
chr2,79800000,79899999,2p
chr2,79900000,79999999,2p
chr2,80000000,80099999,2p
chr2,80100000,80199999,2p
chr2,80200000,80299999,2p
chr2,80300000,80399999,2p
chr2,80400000,80499999,2p
chr2,80500000,80599999,2p
chr2,80600000,80699999,2p
chr2,80700000,80799999,2p
chr2,80800000,80899999,2p
chr2,80900000,80999999,2p
chr2,81000000,81099999,2p
chr2,81100000,81199999,2p
chr2,81200000,81299999,2p
chr2,81300000,81399999,2p
chr2,81400000,81499999,2p
chr2,81500000,81599999,2p
chr2,81600000,81699999,2p
chr2,81700000,81799999,2p
chr2,81800000,81899999,2p
chr2,81900000,81999999,2p
chr2,82000000,82099999,2p
chr2,82100000,82199999,2p
chr2,82200000,82299999,2p
chr2,82300000,82399999,2p
chr2,82400000,82499999,2p
chr2,82500000,82599999,2p
chr2,82600000,82699999,2p
chr2,82700000,82799999,2p
chr2,82800000,82899999,2p
chr2,82900000,82999999,2p
chr2,83000000,83099999,2p
chr2,83100000,83199999,2p
chr2,83200000,83299999,2p
chr2,83300000,83399999,2p
chr2,83400000,83499999,2p
chr2,83500000,83599999,2p
chr2,83600000,83699999,2p
chr2,83700000,83799999,2p
chr2,83800000,83899999,2p
chr2,83900000,83999999,2p
chr2,84000000,84099999,2p
chr2,84100000,84199999,2p
chr2,84200000,84299999,2p
chr2,84300000,84399999,2p
chr2,84400000,84499999,2p
chr2,84500000,84599999,2p
chr2,84600000,84699999,2p
chr2,84700000,84799999,2p
chr2,84800000,84899999,2p
chr2,84900000,84999999,2p
chr2,85000000,85099999,2p
chr2,85100000,85199999,2p
chr2,85200000,85299999,2p
chr2,85300000,85399999,2p
chr2,85400000,85499999,2p
chr2,85500000,85599999,2p
chr2,85600000,85699999,2p
chr2,85700000,85799999,2p
chr2,85800000,85899999,2p
chr2,85900000,85999999,2p
chr2,86000000,86099999,2p
chr2,86100000,86199999,2p
chr2,86200000,86299999,2p
chr2,86300000,86399999,2p
chr2,86400000,86499999,2p
chr2,86500000,86599999,2p
chr2,86600000,86699999,2p
chr2,86700000,86799999,2p
chr2,86800000,86899999,2p
chr2,86900000,86999999,2p
chr2,87000000,87099999,2p
chr2,88300000,88399999,2p
chr2,88400000,88499999,2p
chr2,88500000,88599999,2p
chr2,88600000,88699999,2p
chr2,88700000,88799999,2p
chr2,88800000,88899999,2p
chr2,88900000,88999999,2p
chr2,89000000,89099999,2p
chr2,89100000,89199999,2p
chr2,89200000,89299999,2p
chr2,90100000,90199999,2p
chr2,90200000,90299999,2p
chr2,91700000,91799999,2p
chr2,91800000,91899999,2p
chr2,95400000,95499999,2q
chr2,95500000,95599999,2q
chr2,95600000,95699999,2q
chr2,95700000,95799999,2q
chr2,95800000,95899999,2q
chr2,95900000,95999999,2q
chr2,96000000,96099999,2q
chr2,96100000,96199999,2q
chr2,96200000,96299999,2q
chr2,96300000,96399999,2q
chr2,96400000,96499999,2q
chr2,96500000,96599999,2q
chr2,96600000,96699999,2q
chr2,96700000,96799999,2q
chr2,96800000,96899999,2q
chr2,96900000,96999999,2q
chr2,97000000,97099999,2q
chr2,97100000,97199999,2q
chr2,97200000,97299999,2q
chr2,97300000,97399999,2q
chr2,97400000,97499999,2q
chr2,97500000,97599999,2q
chr2,97600000,97699999,2q
chr2,97700000,97799999,2q
chr2,97800000,97899999,2q
chr2,98000000,98099999,2q
chr2,98200000,98299999,2q
chr2,98300000,98399999,2q
chr2,98400000,98499999,2q
chr2,98500000,98599999,2q
chr2,98600000,98699999,2q
chr2,98700000,98799999,2q
chr2,98800000,98899999,2q
chr2,98900000,98999999,2q
chr2,99000000,99099999,2q
chr2,99100000,99199999,2q
chr2,99200000,99299999,2q
chr2,99300000,99399999,2q
chr2,99400000,99499999,2q
chr2,99500000,99599999,2q
chr2,99600000,99699999,2q
chr2,99700000,99799999,2q
chr2,99800000,99899999,2q
chr2,99900000,99999999,2q
chr2,100000000,100099999,2q
chr2,100100000,100199999,2q
chr2,100200000,100299999,2q
chr2,100300000,100399999,2q
chr2,100400000,100499999,2q
chr2,100500000,100599999,2q
chr2,100600000,100699999,2q
chr2,100700000,100799999,2q
chr2,100800000,100899999,2q
chr2,100900000,100999999,2q
chr2,101000000,101099999,2q
chr2,101100000,101199999,2q
chr2,101200000,101299999,2q
chr2,101300000,101399999,2q
chr2,101400000,101499999,2q
chr2,101500000,101599999,2q
chr2,101600000,101699999,2q
chr2,101700000,101799999,2q
chr2,101800000,101899999,2q
chr2,101900000,101999999,2q
chr2,102000000,102099999,2q
chr2,102100000,102199999,2q
chr2,102200000,102299999,2q
chr2,102300000,102399999,2q
chr2,102400000,102499999,2q
chr2,102500000,102599999,2q
chr2,102600000,102699999,2q
chr2,102700000,102799999,2q
chr2,102800000,102899999,2q
chr2,102900000,102999999,2q
chr2,103000000,103099999,2q
chr2,103100000,103199999,2q
chr2,103200000,103299999,2q
chr2,103300000,103399999,2q
chr2,103400000,103499999,2q
chr2,103500000,103599999,2q
chr2,103600000,103699999,2q
chr2,103700000,103799999,2q
chr2,103800000,103899999,2q
chr2,103900000,103999999,2q
chr2,104000000,104099999,2q
chr2,104100000,104199999,2q
chr2,104200000,104299999,2q
chr2,104300000,104399999,2q
chr2,104400000,104499999,2q
chr2,104500000,104599999,2q
chr2,104600000,104699999,2q
chr2,104700000,104799999,2q
chr2,104800000,104899999,2q
chr2,104900000,104999999,2q
chr2,105000000,105099999,2q
chr2,105100000,105199999,2q
chr2,105200000,105299999,2q
chr2,105300000,105399999,2q
chr2,105400000,105499999,2q
chr2,105500000,105599999,2q
chr2,105600000,105699999,2q
chr2,105700000,105799999,2q
chr2,105800000,105899999,2q
chr2,105900000,105999999,2q
chr2,106000000,106099999,2q
chr2,106100000,106199999,2q
chr2,106200000,106299999,2q
chr2,106300000,106399999,2q
chr2,106400000,106499999,2q
chr2,106500000,106599999,2q
chr2,106600000,106699999,2q
chr2,106700000,106799999,2q
chr2,106800000,106899999,2q
chr2,106900000,106999999,2q
chr2,107100000,107199999,2q
chr2,107200000,107299999,2q
chr2,107300000,107399999,2q
chr2,107400000,107499999,2q
chr2,107500000,107599999,2q
chr2,107600000,107699999,2q
chr2,107700000,107799999,2q
chr2,107800000,107899999,2q
chr2,107900000,107999999,2q
chr2,108000000,108099999,2q
chr2,108100000,108199999,2q
chr2,108200000,108299999,2q
chr2,108300000,108399999,2q
chr2,108400000,108499999,2q
chr2,108500000,108599999,2q
chr2,108600000,108699999,2q
chr2,108700000,108799999,2q
chr2,108800000,108899999,2q
chr2,108900000,108999999,2q
chr2,109000000,109099999,2q
chr2,109100000,109199999,2q
chr2,109200000,109299999,2q
chr2,109300000,109399999,2q
chr2,109400000,109499999,2q
chr2,109500000,109599999,2q
chr2,109600000,109699999,2q
chr2,109700000,109799999,2q
chr2,109800000,109899999,2q
chr2,109900000,109999999,2q
chr2,110000000,110099999,2q
chr2,110300000,110399999,2q
chr2,110400000,110499999,2q
chr2,110800000,110899999,2q
chr2,110900000,110999999,2q
chr2,111400000,111499999,2q
chr2,111500000,111599999,2q
chr2,111600000,111699999,2q
chr2,111700000,111799999,2q
chr2,111800000,111899999,2q
chr2,111900000,111999999,2q
chr2,112000000,112099999,2q
chr2,112200000,112299999,2q
chr2,112300000,112399999,2q
chr2,112400000,112499999,2q
chr2,112600000,112699999,2q
chr2,112700000,112799999,2q
chr2,112800000,112899999,2q
chr2,112900000,112999999,2q
chr2,113000000,113099999,2q
chr2,113100000,113199999,2q
chr2,113200000,113299999,2q
chr2,113300000,113399999,2q
chr2,113400000,113499999,2q
chr2,113500000,113599999,2q
chr2,113600000,113699999,2q
chr2,113700000,113799999,2q
chr2,113800000,113899999,2q
chr2,113900000,113999999,2q
chr2,114000000,114099999,2q
chr2,114100000,114199999,2q
chr2,114400000,114499999,2q
chr2,114500000,114599999,2q
chr2,114600000,114699999,2q
chr2,114700000,114799999,2q
chr2,114800000,114899999,2q
chr2,114900000,114999999,2q
chr2,115000000,115099999,2q
chr2,115100000,115199999,2q
chr2,115200000,115299999,2q
chr2,115300000,115399999,2q
chr2,115400000,115499999,2q
chr2,115500000,115599999,2q
chr2,115600000,115699999,2q
chr2,115700000,115799999,2q
chr2,115800000,115899999,2q
chr2,115900000,115999999,2q
chr2,116000000,116099999,2q
chr2,116100000,116199999,2q
chr2,116200000,116299999,2q
chr2,116300000,116399999,2q
chr2,116400000,116499999,2q
chr2,116500000,116599999,2q
chr2,116600000,116699999,2q
chr2,116700000,116799999,2q
chr2,116800000,116899999,2q
chr2,116900000,116999999,2q
chr2,117000000,117099999,2q
chr2,117100000,117199999,2q
chr2,117200000,117299999,2q
chr2,117300000,117399999,2q
chr2,117400000,117499999,2q
chr2,117500000,117599999,2q
chr2,117600000,117699999,2q
chr2,117700000,117799999,2q
chr2,117800000,117899999,2q
chr2,117900000,117999999,2q
chr2,118000000,118099999,2q
chr2,118100000,118199999,2q
chr2,118200000,118299999,2q
chr2,118300000,118399999,2q
chr2,118400000,118499999,2q
chr2,118500000,118599999,2q
chr2,118600000,118699999,2q
chr2,118700000,118799999,2q
chr2,118800000,118899999,2q
chr2,118900000,118999999,2q
chr2,119000000,119099999,2q
chr2,119100000,119199999,2q
chr2,119200000,119299999,2q
chr2,119300000,119399999,2q
chr2,119400000,119499999,2q
chr2,119500000,119599999,2q
chr2,119600000,119699999,2q
chr2,119700000,119799999,2q
chr2,119800000,119899999,2q
chr2,119900000,119999999,2q
chr2,120000000,120099999,2q
chr2,120100000,120199999,2q
chr2,120200000,120299999,2q
chr2,120300000,120399999,2q
chr2,120400000,120499999,2q
chr2,120500000,120599999,2q
chr2,120600000,120699999,2q
chr2,120700000,120799999,2q
chr2,120800000,120899999,2q
chr2,120900000,120999999,2q
chr2,121000000,121099999,2q
chr2,121100000,121199999,2q
chr2,121200000,121299999,2q
chr2,121300000,121399999,2q
chr2,121400000,121499999,2q
chr2,121500000,121599999,2q
chr2,121600000,121699999,2q
chr2,121700000,121799999,2q
chr2,121800000,121899999,2q
chr2,121900000,121999999,2q
chr2,122000000,122099999,2q
chr2,122100000,122199999,2q
chr2,122200000,122299999,2q
chr2,122300000,122399999,2q
chr2,122400000,122499999,2q
chr2,122500000,122599999,2q
chr2,122600000,122699999,2q
chr2,122700000,122799999,2q
chr2,122800000,122899999,2q
chr2,122900000,122999999,2q
chr2,123000000,123099999,2q
chr2,123100000,123199999,2q
chr2,123200000,123299999,2q
chr2,123300000,123399999,2q
chr2,123400000,123499999,2q
chr2,123500000,123599999,2q
chr2,123600000,123699999,2q
chr2,123700000,123799999,2q
chr2,123800000,123899999,2q
chr2,123900000,123999999,2q
chr2,124000000,124099999,2q
chr2,124100000,124199999,2q
chr2,124200000,124299999,2q
chr2,124300000,124399999,2q
chr2,124400000,124499999,2q
chr2,124500000,124599999,2q
chr2,124600000,124699999,2q
chr2,124700000,124799999,2q
chr2,124800000,124899999,2q
chr2,124900000,124999999,2q
chr2,125000000,125099999,2q
chr2,125100000,125199999,2q
chr2,125200000,125299999,2q
chr2,125300000,125399999,2q
chr2,125400000,125499999,2q
chr2,125500000,125599999,2q
chr2,125600000,125699999,2q
chr2,125700000,125799999,2q
chr2,125800000,125899999,2q
chr2,125900000,125999999,2q
chr2,126000000,126099999,2q
chr2,126100000,126199999,2q
chr2,126200000,126299999,2q
chr2,126300000,126399999,2q
chr2,126400000,126499999,2q
chr2,126500000,126599999,2q
chr2,126600000,126699999,2q
chr2,126700000,126799999,2q
chr2,126800000,126899999,2q
chr2,126900000,126999999,2q
chr2,127000000,127099999,2q
chr2,127100000,127199999,2q
chr2,127200000,127299999,2q
chr2,127300000,127399999,2q
chr2,127400000,127499999,2q
chr2,127500000,127599999,2q
chr2,127600000,127699999,2q
chr2,127700000,127799999,2q
chr2,127800000,127899999,2q
chr2,127900000,127999999,2q
chr2,128000000,128099999,2q
chr2,128100000,128199999,2q
chr2,128200000,128299999,2q
chr2,128300000,128399999,2q
chr2,128400000,128499999,2q
chr2,128500000,128599999,2q
chr2,128600000,128699999,2q
chr2,128700000,128799999,2q
chr2,128800000,128899999,2q
chr2,128900000,128999999,2q
chr2,129000000,129099999,2q
chr2,129100000,129199999,2q
chr2,129200000,129299999,2q
chr2,129300000,129399999,2q
chr2,129400000,129499999,2q
chr2,129500000,129599999,2q
chr2,129600000,129699999,2q
chr2,129700000,129799999,2q
chr2,129800000,129899999,2q
chr2,129900000,129999999,2q
chr2,130000000,130099999,2q
chr2,130100000,130199999,2q
chr2,130200000,130299999,2q
chr2,130300000,130399999,2q
chr2,130400000,130499999,2q
chr2,130500000,130599999,2q
chr2,130600000,130699999,2q
chr2,130700000,130799999,2q
chr2,130900000,130999999,2q
chr2,131000000,131099999,2q
chr2,131100000,131199999,2q
chr2,131400000,131499999,2q
chr2,131500000,131599999,2q
chr2,131600000,131699999,2q
chr2,131700000,131799999,2q
chr2,131800000,131899999,2q
chr2,131900000,131999999,2q
chr2,132000000,132099999,2q
chr2,132100000,132199999,2q
chr2,132200000,132299999,2q
chr2,132300000,132399999,2q
chr2,132400000,132499999,2q
